"","ko_map","noFMT_1_duodenum","noFMT_1_jejunum","noFMT_1_ileum","noFMT_1_cecum","noFMT_1_colon","noFMT_2_duodenum","noFMT_2_jejunum","noFMT_2_ileum","noFMT_2_cecum","noFMT_2_colon","noFMT_3_duodenum","noFMT_3_jejunum","noFMT_3_ileum","noFMT_3_cecum","noFMT_3_colon","noFMT_4_duodenum","noFMT_4_jejunum","noFMT_4_ileum","noFMT_4_cecum","noFMT_4_colon","donor_1_duodenum","donor_1_jejunum","donor_1_ileum","donor_1_cecum","donor_1_colon","donor_2_duodenum","donor_2_jejunum","donor_2_ileum","donor_2_cecum","donor_2_colon","donor_3_duodenum","donor_3_jejunum","donor_3_ileum","donor_3_cecum","donor_3_colon","donor_4_duodenum","donor_4_jejunum","donor_4_ileum","donor_4_cecum","donor_4_colon","postFMT_1_duodenum","postFMT_1_jejunum","postFMT_1_ileum","postFMT_1_cecum","postFMT_1_colon","postFMT_2_duodenum","postFMT_2_jejunum","postFMT_2_ileum","postFMT_2_cecum","postFMT_2_colon","postFMT_3_duodenum","postFMT_3_jejunum","postFMT_3_ileum","postFMT_3_cecum","postFMT_3_colon","postFMT_4_duodenum","postFMT_4_jejunum","postFMT_4_ileum","postFMT_4_cecum","postFMT_4_colon"
"106","K00209",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","K00210",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","K00215",9,0,0,3,8,1,88,0,31,9,3,99,6,7,7,0,75,50,10,5,0,0,92,15,1,0,61,1,21,5,0,5,15,27,8,0,33,0,13,16,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"109","K00216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","K00219",0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,8,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","K00226",0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","K00228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","K00230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","K00239",142,33,9,7,126,4,364,7,132,236,11,31,18,0,37,1,106,38,42,37,0,2,30,34,13,3,228,1,12,43,12,7,21,11,48,0,10,0,27,63,4,1,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"115","K00240",39,0,44,10,10,19,120,0,88,8,1,3,0,21,16,0,50,0,0,0,0,0,0,5,0,0,10,12,20,26,26,2,4,1,16,0,2,0,1,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"116","K00241",23,10,2,5,34,14,53,0,19,4,0,1,0,0,0,0,2,0,1,2,0,0,0,10,2,1,8,0,0,1,1,0,1,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","K00243",15,2,0,2,18,7,75,0,22,19,2,21,5,4,0,0,10,21,6,3,0,0,42,7,2,1,42,1,7,3,6,0,12,3,9,0,11,0,5,16,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0
"118","K00244",2,4,0,1,1,6,76,2,9,5,1,14,2,10,2,0,35,18,8,11,0,0,164,10,1,0,54,0,61,8,1,6,10,10,8,0,37,0,14,9,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"119","K00246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","K00248",0,2,3,1,0,1,83,0,138,2,5,47,0,10,0,0,18,140,41,0,0,2,197,55,6,0,28,18,165,13,0,0,43,76,1,0,1,0,53,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"121","K00252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","K00254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","K00259",31,0,1,2,8,5,50,0,13,17,2,5,1,2,8,0,14,3,0,4,0,0,19,6,2,0,20,0,4,11,4,1,2,6,15,0,6,0,5,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"124","K00261",0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","K00262",185,48,19,13,71,41,490,0,88,294,33,803,42,18,46,0,464,297,211,37,2,3,1226,219,28,5,367,2,320,55,22,12,40,341,106,0,180,0,188,157,5,2,0,0,0,82,0,1,0,0,0,3,0,0,0,68,0,0,0,0
"126","K00263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","K00265",4,5,0,13,15,7,240,0,68,14,6,105,28,46,3,0,26,124,35,7,2,2,428,40,7,0,220,4,123,24,4,2,30,112,48,0,48,0,36,95,1,0,0,0,0,9,0,0,0,0,4,15,0,0,0,19,1,0,0,0
"128","K00266",50,15,4,68,34,21,351,0,86,56,3,189,4,26,20,0,60,167,42,4,0,2,522,48,1,1,317,0,244,41,4,10,21,167,15,0,92,0,69,240,5,7,0,0,0,6,0,0,0,0,14,2,0,0,0,5,15,0,0,0
"129","K00275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","K00276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","K00278",81,5,4,11,106,13,116,0,71,33,15,173,4,10,23,0,140,60,17,20,0,0,43,12,2,2,78,2,13,11,9,4,4,9,38,0,17,0,8,36,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"132","K00281",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,2,0,0,0,0,0,11,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","K00282",12,0,0,1,9,1,36,0,13,6,0,0,0,0,0,0,3,4,2,0,0,0,31,6,3,0,19,0,3,2,3,1,0,4,11,0,0,0,3,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","K00283",23,1,0,4,7,2,54,1,4,13,0,14,0,0,0,0,6,17,5,0,0,0,54,1,0,1,24,0,2,5,2,2,4,17,22,0,9,0,2,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"135","K00285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","K00286",7,0,2,2,14,5,72,0,18,19,4,129,12,9,3,0,109,52,16,1,0,0,109,31,0,0,85,1,13,8,1,13,8,10,3,0,30,0,4,27,0,1,0,0,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"137","K00287",5,1,2,1,7,3,33,1,13,26,1,16,0,4,7,0,14,14,13,1,0,1,39,8,0,0,24,0,13,3,2,3,2,6,3,0,6,0,6,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"138","K00290",48,1,2,1,39,0,158,0,41,47,1,5,13,1,20,5,26,13,6,55,0,0,15,7,6,0,58,0,1,3,10,0,4,2,14,0,3,0,0,10,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","K00294",0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,13,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","K00297",14,1,0,8,11,4,50,0,8,5,8,133,0,11,6,0,72,54,5,8,0,0,115,30,1,0,82,0,49,11,3,0,3,7,6,0,60,0,12,51,1,1,0,0,0,19,0,0,0,0,0,6,0,0,0,1,0,0,0,0
"141","K00298",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","K00299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","K00302",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","K00303",0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","K00311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","K00313",0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,12,0,0,0,6,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","K00322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","K00324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,7,0,2,0,0,0,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","K00325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","K00329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","K00330",3,0,0,1,2,2,10,0,6,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","K00331",17,3,0,0,18,13,82,0,73,9,0,2,0,0,3,0,19,0,0,9,0,0,0,5,0,2,33,0,0,2,0,0,0,4,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","K00333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","K00334",0,0,0,0,0,1,17,0,4,0,0,67,0,1,4,0,54,14,2,0,0,0,31,20,0,0,16,0,4,3,0,1,4,2,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","K00335",0,2,0,0,0,9,56,0,12,0,10,202,7,8,17,1,123,107,5,3,0,1,48,2,0,0,43,0,19,7,0,7,7,1,0,0,9,0,4,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"156","K00336",1,0,0,1,5,15,54,0,17,2,1,72,5,0,1,1,71,51,21,1,0,0,118,19,15,0,75,0,49,6,15,6,1,42,4,0,26,0,10,14,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"157","K00337",47,0,0,1,77,6,45,0,66,58,4,3,0,1,5,0,7,9,0,2,0,0,5,11,2,5,43,1,1,14,3,8,0,0,8,1,1,0,13,23,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"158","K00338",1,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","K00339",14,2,0,0,5,0,22,0,6,16,0,0,0,0,0,0,4,0,0,7,0,0,0,5,0,0,7,0,0,0,2,0,1,1,3,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","K00340",13,0,0,0,1,1,11,0,4,6,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2,0,0,0,2,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"161","K00341",102,0,5,22,46,21,188,0,90,29,8,10,0,0,9,0,19,4,2,12,0,0,0,29,1,0,53,1,2,16,7,0,1,7,42,0,2,0,4,34,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"162","K00342",121,1,2,7,66,21,129,0,61,68,2,1,0,0,1,0,15,0,0,2,0,0,4,6,5,2,11,0,3,7,1,0,0,7,21,0,1,0,1,14,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0
"163","K00343",46,0,0,3,17,2,57,0,28,13,2,9,0,1,0,0,3,1,0,2,0,0,2,4,1,0,10,0,4,6,2,0,0,1,4,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"164","K00344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","K00346",23,0,0,2,12,2,46,0,12,2,3,5,0,0,2,0,8,0,0,1,0,0,4,7,0,0,11,0,0,3,3,1,1,3,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","K00347",21,0,1,0,21,4,27,0,10,15,6,6,0,0,1,2,4,0,0,2,0,0,5,4,0,0,6,0,1,3,4,0,0,1,7,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"167","K00348",12,0,0,0,14,1,25,0,2,1,1,7,1,0,0,0,4,1,0,3,0,0,2,0,0,0,3,0,2,2,0,0,1,1,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"168","K00349",17,0,0,2,16,1,31,0,12,1,0,0,0,2,0,0,5,0,0,0,0,0,2,3,0,0,6,0,2,1,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","K00350",35,0,0,0,5,1,11,0,16,0,0,2,0,0,1,0,2,0,0,0,0,0,0,6,0,0,5,0,1,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","K00351",25,0,1,0,32,5,89,0,31,9,1,5,0,0,1,0,2,0,3,8,0,0,0,9,1,1,15,0,5,7,5,1,1,0,13,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"171","K00364",0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,10,0,0,0,3,4,3,1,1,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"172","K00366",0,0,0,0,3,1,56,0,5,1,0,37,2,0,0,0,7,46,2,0,0,3,91,17,1,0,187,0,97,7,0,6,1,67,3,0,12,0,9,80,2,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0
"173","K00370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","K00371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","K00372",0,0,0,2,0,0,8,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","K00373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","K00374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","K00375",2,3,10,1,1,2,84,0,40,8,11,175,12,9,23,0,88,75,14,2,0,0,127,36,4,1,70,0,37,9,2,6,18,19,21,0,33,0,19,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","K00382",13,1,1,5,22,3,66,0,13,6,2,9,0,1,2,0,9,10,3,1,0,1,51,0,5,0,55,0,30,3,1,1,6,7,13,0,8,0,0,9,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0
"180","K00383",0,0,0,0,0,0,14,1,0,2,0,4,0,0,0,0,15,1,0,0,0,0,0,0,0,0,11,0,1,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","K00384",15,16,7,6,5,25,105,1,75,16,6,157,13,18,2,0,49,91,35,1,0,1,197,24,13,0,123,0,18,8,7,16,42,16,13,0,49,0,15,74,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,6,1,0,0,0
"182","K00385",0,0,0,0,0,1,7,0,1,0,0,3,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","K00390",2,0,1,0,0,1,37,0,3,0,1,17,4,2,0,1,42,23,2,1,0,1,47,14,3,0,25,0,34,4,0,1,0,6,3,0,19,0,12,15,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"184","K00394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","K00404",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","K00405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","K00412",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"188","K00425",30,5,1,2,47,22,97,0,32,15,2,30,2,0,10,0,28,2,3,3,0,0,9,3,0,1,37,0,0,5,6,3,26,3,8,0,11,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","K00426",34,0,4,1,13,6,52,1,14,6,4,7,1,0,1,0,28,8,0,10,0,0,11,6,0,3,14,0,2,1,4,4,3,6,10,0,27,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","K00427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","K00428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","K00432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","K00433",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","K00437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","K00441",0,1,0,0,0,0,11,0,8,2,0,12,0,0,0,0,0,0,5,0,0,0,3,1,0,0,1,0,0,0,0,0,2,23,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","K00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","K00450",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","K00451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","K00453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","K00457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","K00459",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","K00507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","K00508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","K00520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","K00525",39,7,0,0,31,17,113,3,36,18,10,18,1,3,23,0,21,1,0,7,0,0,16,14,0,0,59,0,4,22,9,3,10,8,14,0,5,1,7,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","K00526",1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,6,2,1,0,0,0,1,0,0,0,11,0,0,0,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","K00527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","K00528",20,4,1,3,40,8,166,0,56,10,1,52,37,0,0,0,29,31,39,1,0,2,304,59,27,0,119,0,84,10,2,7,4,79,32,0,40,0,82,52,1,1,0,0,0,0,1,0,0,0,20,6,0,0,0,0,0,0,0,0
"209","K00529",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","K00533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
