"","ko_map","noFMT_1_duodenum","noFMT_1_jejunum","noFMT_1_ileum","noFMT_1_cecum","noFMT_1_colon","noFMT_2_duodenum","noFMT_2_jejunum","noFMT_2_ileum","noFMT_2_cecum","noFMT_2_colon","noFMT_3_duodenum","noFMT_3_jejunum","noFMT_3_ileum","noFMT_3_cecum","noFMT_3_colon","noFMT_4_duodenum","noFMT_4_jejunum","noFMT_4_ileum","noFMT_4_cecum","noFMT_4_colon","donor_1_duodenum","donor_1_jejunum","donor_1_ileum","donor_1_cecum","donor_1_colon","donor_2_duodenum","donor_2_jejunum","donor_2_ileum","donor_2_cecum","donor_2_colon","donor_3_duodenum","donor_3_jejunum","donor_3_ileum","donor_3_cecum","donor_3_colon","donor_4_duodenum","donor_4_jejunum","donor_4_ileum","donor_4_cecum","donor_4_colon","postFMT_1_duodenum","postFMT_1_jejunum","postFMT_1_ileum","postFMT_1_cecum","postFMT_1_colon","postFMT_2_duodenum","postFMT_2_jejunum","postFMT_2_ileum","postFMT_2_cecum","postFMT_2_colon","postFMT_3_duodenum","postFMT_3_jejunum","postFMT_3_ileum","postFMT_3_cecum","postFMT_3_colon","postFMT_4_duodenum","postFMT_4_jejunum","postFMT_4_ileum","postFMT_4_cecum","postFMT_4_colon"
"1914","K04086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,8,0,0,2,2,15,4,2,22,0,107,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1915","K04087",5,7,0,0,0,0,10,0,11,0,0,4,1,0,0,0,1,2,1,0,0,0,30,10,0,0,21,0,10,0,0,1,0,9,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1916","K04088",0,0,2,3,0,0,14,0,5,1,0,6,0,0,0,0,1,10,5,0,0,0,38,8,1,0,12,0,7,1,0,0,2,4,0,0,2,0,11,13,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1917","K04090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1918","K04091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1919","K04092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1920","K04094",0,0,0,1,19,1,93,3,1,2,1,108,13,0,0,0,60,87,19,1,0,1,241,75,2,0,38,0,85,98,3,14,8,23,14,0,68,0,26,3,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"1921","K04095",23,0,0,1,24,2,51,2,19,37,4,26,8,3,0,0,18,30,16,13,1,0,103,75,16,0,30,0,44,12,22,3,16,28,37,0,8,0,59,63,7,0,0,0,0,15,3,0,0,0,7,4,0,0,0,0,0,0,0,0
"1922","K04096",33,6,2,1,9,14,69,0,37,25,7,153,8,7,11,0,110,63,25,2,0,1,115,51,3,2,86,0,28,8,4,5,7,20,23,0,37,0,12,42,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,2,1,0,0,1
"1923","K04108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1924","K04112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1925","K04333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1926","K04336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1927","K04338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1928","K04343",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1929","K04477",1,0,0,1,0,1,19,0,2,0,0,9,1,1,0,0,1,13,6,0,0,2,39,3,0,0,43,0,6,1,0,0,0,5,1,0,7,0,5,12,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0
"1930","K04480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1931","K04485",19,3,0,4,21,11,162,1,81,29,5,239,3,10,12,1,126,59,24,5,0,4,183,19,2,2,153,0,70,11,7,7,16,93,14,0,91,0,13,50,6,9,0,0,0,2,0,0,0,0,3,1,0,0,0,4,0,0,0,0
"1932","K04486",16,0,1,3,17,19,92,2,12,10,13,203,5,8,11,0,157,68,14,3,0,1,129,51,8,2,69,0,47,8,5,9,17,52,13,0,40,0,17,34,1,6,0,0,1,9,2,0,0,0,1,1,0,0,0,9,2,0,0,1
"1933","K04487",3,15,12,9,19,25,216,0,70,61,9,469,16,30,34,1,386,240,52,10,1,3,501,68,18,1,285,1,85,29,6,21,43,132,32,0,139,0,53,103,3,1,0,0,0,9,1,0,0,1,3,40,0,0,0,31,0,0,0,0
"1934","K04488",1,2,0,0,5,5,51,0,5,2,4,107,0,0,3,0,70,29,7,0,0,0,128,39,0,0,27,1,14,7,1,7,31,12,7,0,52,0,5,16,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1935","K04516",20,0,3,0,27,8,29,2,7,9,1,2,0,6,0,0,1,1,0,2,0,0,1,2,0,0,13,0,0,3,5,0,0,1,7,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1936","K04517",0,1,1,2,4,4,103,0,81,12,6,142,2,6,8,0,93,51,38,32,0,1,112,8,2,0,104,0,66,5,1,9,11,16,5,0,54,0,32,18,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"1937","K04518",12,1,0,2,3,1,43,1,8,5,0,3,0,2,0,0,31,1,1,1,0,0,13,1,0,1,26,0,1,3,3,2,1,2,13,0,34,0,3,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"1938","K04561",6,0,0,0,9,0,6,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1939","K04562",0,17,0,0,0,3,23,0,8,0,0,10,0,0,0,1,1,13,5,0,0,0,30,6,0,0,18,0,2,3,0,1,0,3,0,0,3,0,4,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1940","K04564",9,2,0,1,8,0,23,0,17,2,1,16,0,0,2,0,9,7,3,1,0,0,17,7,0,0,10,0,5,4,1,2,4,6,4,0,2,0,1,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"1941","K04565",0,0,0,0,2,3,10,0,9,7,7,43,1,2,5,0,30,17,5,1,0,0,23,12,0,0,26,0,3,10,0,1,2,2,1,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1942","K04566",0,0,0,2,0,2,10,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,29,3,0,0,9,0,0,0,0,0,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1943","K04567",111,21,27,16,71,18,448,8,146,81,24,362,32,32,46,3,324,253,114,23,0,2,656,189,9,0,255,0,134,98,11,13,24,61,39,0,94,0,75,164,3,3,0,0,0,13,0,0,0,0,0,4,0,0,0,8,0,0,0,2
"1944","K04568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1945","K04651",1,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,12,8,2,0,0,0,8,0,0,0,20,0,1,2,0,0,1,2,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1946","K04652",0,0,0,0,0,0,1,0,0,0,0,72,4,5,9,0,79,18,4,0,0,0,43,0,1,0,40,0,4,7,0,2,8,0,4,0,23,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1947","K04653",0,0,0,0,0,0,0,0,0,0,1,19,0,1,1,0,10,10,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1948","K04654",0,0,0,0,2,1,2,0,0,3,6,106,2,0,5,0,95,25,3,0,4,0,6,0,0,0,28,0,1,1,0,10,5,0,14,0,15,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1949","K04655",0,0,0,4,1,0,0,0,4,2,6,104,2,4,12,0,94,14,1,1,0,0,11,0,0,0,23,0,1,1,0,6,10,0,1,0,14,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1950","K04656",0,0,0,2,13,1,14,0,9,5,10,197,3,7,25,0,310,74,11,2,0,0,35,6,1,0,100,1,2,6,0,8,13,1,16,0,109,0,1,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"1951","K04691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1952","K04720",9,2,2,6,1,3,40,0,5,9,0,17,1,5,1,0,8,11,7,3,0,2,43,11,1,1,23,0,9,1,1,0,3,7,6,0,8,0,3,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1953","K04744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1954","K04749",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1955","K04750",0,0,0,0,14,0,1,0,0,21,0,0,0,4,0,0,16,5,0,0,1,0,22,48,0,0,7,0,2,17,0,0,0,1,0,0,4,0,6,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1956","K04751",0,0,0,0,4,0,5,0,1,1,0,5,0,0,2,0,14,0,0,0,0,0,8,1,0,1,2,0,0,2,0,1,2,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1957","K04753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1958","K04754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1959","K04755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1960","K04757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1961","K04758",0,0,2,6,1,1,37,0,20,5,1,45,0,8,2,0,19,32,34,4,0,3,101,19,3,0,27,0,123,8,0,3,3,15,1,0,36,0,14,10,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,1,0,0,0
"1962","K04759",34,67,6,30,65,33,1007,1,344,133,29,757,18,45,49,3,595,435,163,16,1,5,2250,512,49,6,651,2,617,153,43,34,78,383,43,0,440,0,242,598,9,4,0,0,2,33,1,1,0,0,6,9,0,0,0,25,1,0,0,1
"1963","K04760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1964","K04761",13,2,0,3,6,5,37,0,12,3,1,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,11,0,10,2,2,0,0,0,2,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1965","K04762",3,0,0,2,5,1,16,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1966","K04763",24,2,40,2,22,2,189,3,118,22,10,368,26,26,63,3,245,168,29,12,0,2,213,132,9,0,185,0,83,23,3,8,18,64,20,0,159,0,61,265,4,3,0,0,2,9,1,0,0,0,3,9,0,0,0,5,2,0,0,1
"1967","K04764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1968","K04767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1969","K04769",0,0,0,0,0,1,42,0,10,2,0,39,2,5,0,0,16,23,46,0,0,11,87,30,17,0,54,0,16,15,0,9,6,31,1,0,20,0,6,38,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1970","K04770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1971","K04771",0,10,3,6,9,13,145,1,55,8,3,59,9,14,1,0,52,56,47,1,0,0,181,48,2,0,131,1,59,12,4,11,11,29,6,0,43,0,22,45,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0
"1972","K04772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1973","K04773",30,0,0,3,29,6,81,0,16,15,0,6,0,0,1,0,16,3,0,4,0,0,22,8,4,1,23,1,3,4,6,2,4,2,10,0,9,0,9,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1974","K04794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975","K04835",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976","K04844",0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,6,0,0,0,4,0,5,0,1,0,0,1,2,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977","K04940",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0,6,6,0,0,22,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1978","K05020",0,0,1,0,0,0,5,0,1,1,0,2,0,0,0,0,2,1,0,0,0,1,7,0,0,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1979","K05275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","K05297",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981","K05303",0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,10,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982","K05305",0,0,0,2,0,1,16,0,3,1,0,5,0,0,0,0,0,4,2,0,0,0,8,1,0,0,10,0,13,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983","K05306",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","K05311",0,0,0,0,0,0,9,0,0,1,0,0,2,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,2,3,5,0,3,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","K05337",0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,2,3,0,4,0,1,1,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","K05340",0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,4,0,1,2,0,0,2,0,0,0,4,0,0,0,2,4,1,0,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987","K05341",0,2,35,6,0,38,210,0,50,3,0,77,24,71,1,0,1,133,32,0,0,1,465,130,39,0,149,0,239,2,0,5,13,163,41,0,79,0,86,74,0,0,0,0,0,7,0,0,0,0,2,6,0,0,0,4,0,0,0,0
"1988","K05342",0,0,0,0,0,0,2,0,4,0,0,6,0,3,0,0,0,3,1,0,0,2,30,2,1,0,29,0,1,2,0,0,1,1,1,0,2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989","K05343",0,0,0,0,0,0,12,0,1,0,0,15,0,2,0,0,6,3,3,0,0,0,57,5,1,0,18,0,5,1,0,0,11,5,0,0,2,0,7,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990","K05346",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991","K05349",182,47,22,41,190,77,860,5,351,118,62,779,89,96,109,2,608,431,187,31,0,11,1110,246,47,8,792,1,517,118,43,33,38,166,125,0,222,0,105,284,22,2,0,0,4,45,2,0,0,1,36,19,0,0,0,25,1,1,0,0
"1992","K05350",0,3,0,18,0,0,34,0,26,5,2,10,0,1,0,0,6,16,6,0,0,0,47,14,8,0,23,0,27,8,0,2,4,20,3,0,4,0,15,21,0,1,0,0,0,2,1,0,0,1,4,6,0,0,0,6,0,0,0,0
"1993","K05352",0,0,0,0,0,0,8,0,0,15,1,18,0,0,1,0,17,10,1,0,0,0,25,4,0,0,3,0,8,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"1994","K05363",0,0,0,0,1,0,3,0,2,0,0,4,0,0,0,0,13,0,1,0,0,0,6,0,0,0,6,0,1,1,2,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995","K05364",1,6,0,2,0,6,59,0,37,4,10,153,9,11,12,1,114,47,16,2,0,0,69,15,0,0,73,0,10,6,2,1,2,9,0,0,18,0,18,46,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0
"1996","K05365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997","K05366",48,4,4,8,62,22,315,1,70,62,13,383,7,30,36,2,260,205,63,10,1,3,407,82,12,3,306,0,159,51,19,20,32,61,40,0,99,0,37,119,3,2,0,0,1,10,2,0,0,0,6,9,0,0,0,8,0,0,0,0
"1998","K05367",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","K05396",0,0,0,2,0,0,8,0,1,0,1,2,1,3,0,0,0,2,6,0,0,0,10,3,0,0,18,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","K05499",0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,6,0,0,0,15,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2001","K05501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002","K05515",39,14,3,11,22,23,216,0,138,36,21,387,14,39,36,0,308,163,42,11,1,4,341,60,8,3,190,0,66,45,5,14,18,78,15,0,59,0,56,95,3,2,0,1,0,17,0,0,0,1,11,2,0,2,0,5,0,0,0,0
"2003","K05516",0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,10,3,2,1,0,1,13,2,0,0,4,0,0,1,0,4,0,2,2,0,15,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004","K05517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005","K05520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006","K05521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007","K05522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008","K05523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009","K05527",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010","K05539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","K05540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012","K05541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013","K05550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014","K05559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015","K05565",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","K05566",0,2,0,0,4,0,27,0,21,0,0,3,0,0,0,0,1,19,0,0,0,0,37,5,2,0,25,0,8,1,0,0,0,4,3,0,8,0,10,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017","K05567",0,4,2,2,0,0,24,0,5,0,0,1,0,1,0,0,1,6,1,0,0,0,30,5,0,0,13,0,7,1,2,0,1,3,0,0,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
