seqid,OTU,read_count,sporo_read_count,rel_abd,domain,phylum,class,order,family,genus,mouse_type,polysacc,replicate
psac.004,Otu139,0,2,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,EC,pectin,2
psac.004,Otu118,0,2,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,EC,pectin,2
psac.004,Otu329,0,2,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,EC,pectin,2
psac.004,Otu246,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,EC,pectin,2
psac.004,Otu178,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,EC,pectin,2
psac.004,Otu89,1,2,0.09090909090909091,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,EC,pectin,2
psac.004,Otu1079,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu788,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu496,0,2,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,EC,pectin,2
psac.004,Otu1357,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,EC,pectin,2
psac.004,Otu303,0,2,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,EC,pectin,2
psac.004,Otu1015,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu606,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,EC,pectin,2
psac.004,Otu599,0,2,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,EC,pectin,2
psac.004,Otu289,0,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,EC,pectin,2
psac.004,Otu576,0,2,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,EC,pectin,2
psac.004,Otu1223,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu658,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu742,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,EC,pectin,2
psac.004,Otu1305,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1380,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1480,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1011,0,2,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,EC,pectin,2
psac.004,Otu1292,0,2,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,EC,pectin,2
psac.004,Otu603,0,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,EC,pectin,2
psac.004,Otu662,0,2,0,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,EC,pectin,2
psac.004,Otu1320,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu455,0,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,pectin,2
psac.004,Otu561,0,2,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,EC,pectin,2
psac.004,Otu141,0,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,pectin,2
psac.004,Otu1647,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,EC,pectin,2
psac.004,Otu1796,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,EC,pectin,2
psac.004,Otu1970,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,EC,pectin,2
psac.004,Otu1207,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1655,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1746,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1786,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Lawsonellaceae,Lawsonella,EC,pectin,2
psac.004,Otu1476,0,2,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,EC,pectin,2
psac.004,Otu472,0,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,pectin,2
psac.004,Otu1590,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu2037,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,EC,pectin,2
psac.004,Otu1985,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,EC,pectin,2
psac.004,Otu1904,0,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,EC,pectin,2
psac.004,Otu1622,0,2,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,pectin,2
psac.004,Otu2018,0,2,0,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,EC,pectin,2
psac.004,Otu1382,0,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,EC,pectin,2
psac.004,Otu1738,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1779,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,EC,pectin,2
psac.004,Otu26,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,EC,pectin,2
psac.004,Otu698,0,2,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Sphingobacteriaceae,Pedobacter,EC,pectin,2
psac.004,Otu763,0,2,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,EC,pectin,2
psac.004,Otu1801,0,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,EC,pectin,2
psac.004,Otu1389,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1811,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,EC,pectin,2
psac.004,Otu1823,0,2,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,EC,pectin,2
psac.004,Otu1403,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,EC,pectin,2
psac.004,Otu1974,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,EC,pectin,2
psac.004,Otu1614,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1760,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu2044,0,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,EC,pectin,2
psac.004,Otu1510,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1903,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1304,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1449,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1770,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1592,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1971,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1979,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1916,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu1743,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,EC,pectin,2
psac.004,Otu1013,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,EC,pectin,2
psac.004,Otu1568,0,2,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,pectin,2
psac.004,Otu811,0,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,EC,pectin,2
psac.004,Otu1826,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1872,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,EC,pectin,2
psac.004,Otu1976,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,pectin,2
psac.004,Otu1973,0,2,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,EC,pectin,2
psac.004,Otu1806,0,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,EC,pectin,2
psac.004,Otu2067,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,EC,pectin,2
psac.005,Otu15,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu11,2,103,0.003898635477582846,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu6,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,EC,arabinan,1
psac.005,Otu18,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu9,0,103,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,EC,arabinan,1
psac.005,Otu34,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,EC,arabinan,1
psac.005,Otu48,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,arabinan,1
psac.005,Otu73,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,EC,arabinan,1
psac.005,Otu37,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,EC,arabinan,1
psac.005,Otu234,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu50,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,EC,arabinan,1
psac.005,Otu133,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bacteroides,EC,arabinan,1
psac.005,Otu4,0,103,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,EC,arabinan,1
psac.005,Otu8,0,103,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,EC,arabinan,1
psac.005,Otu123,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu136,0,103,0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,EC,arabinan,1
psac.005,Otu346,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,EC,arabinan,1
psac.005,Otu513,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,EC,arabinan,1
psac.005,Otu367,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,EC,arabinan,1
psac.005,Otu53,0,103,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,EC,arabinan,1
psac.005,Otu93,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,EC,arabinan,1
psac.005,Otu7,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,EC,arabinan,1
psac.005,Otu334,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu44,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,EC,arabinan,1
psac.005,Otu153,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus,EC,arabinan,1
psac.005,Otu120,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,EC,arabinan,1
psac.005,Otu102,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,EC,arabinan,1
psac.005,Otu205,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu32,0,103,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,EC,arabinan,1
psac.005,Otu338,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu406,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,EC,arabinan,1
psac.005,Otu68,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,arabinan,1
psac.005,Otu311,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,EC,arabinan,1
psac.005,Otu389,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,EC,arabinan,1
psac.005,Otu117,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,EC,arabinan,1
psac.005,Otu106,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,EC,arabinan,1
psac.005,Otu258,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,EC,arabinan,1
psac.005,Otu60,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,EC,arabinan,1
psac.005,Otu433,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,EC,arabinan,1
psac.005,Otu33,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,EC,arabinan,1
psac.005,Otu24,1,103,0.001949317738791423,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu5,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu281,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,EC,arabinan,1
psac.005,Otu459,0,103,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,EC,arabinan,1
psac.005,Otu23,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu3,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,EC,arabinan,1
psac.005,Otu175,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,arabinan,1
psac.005,Otu21,430,103,0.8382066276803118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,EC,arabinan,1
psac.005,Otu193,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,arabinan,1
psac.005,Otu39,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu40,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Barnesiella,EC,arabinan,1
psac.005,Otu76,0,103,0,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,EC,arabinan,1
psac.005,Otu12,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu90,0,103,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,EC,arabinan,1
psac.005,Otu130,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,EC,arabinan,1
psac.005,Otu151,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,EC,arabinan,1
psac.005,Otu748,1,103,0.001949317738791423,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,EC,arabinan,1
psac.005,Otu17,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu2,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,EC,arabinan,1
psac.005,Otu22,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu484,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,EC,arabinan,1
psac.005,Otu521,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,EC,arabinan,1
psac.005,Otu42,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu30,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu43,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu58,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu20,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu70,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,EC,arabinan,1
psac.005,Otu86,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu75,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Muribaculum,EC,arabinan,1
psac.005,Otu77,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,EC,arabinan,1
psac.005,Otu63,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu94,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu269,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu824,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Mogibacterium,EC,arabinan,1
psac.005,Otu46,60,103,0.11695906432748537,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu390,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,EC,arabinan,1
psac.005,Otu170,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu567,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu190,0,103,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,EC,arabinan,1
psac.005,Otu668,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,EC,arabinan,1
psac.005,Otu393,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,EC,arabinan,1
psac.005,Otu747,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,EC,arabinan,1
psac.005,Otu682,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu978,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera,EC,arabinan,1
psac.005,Otu1100,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,EC,arabinan,1
psac.005,Otu1689,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,EC,arabinan,1
psac.005,Otu168,0,103,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,EC,arabinan,1
psac.005,Otu1130,0,103,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,EC,arabinan,1
psac.005,Otu632,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,EC,arabinan,1
psac.005,Otu55,5,103,0.009746588693957114,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,EC,arabinan,1
psac.005,Otu1318,0,103,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,EC,arabinan,1
psac.005,Otu207,13,103,0.025341130604288498,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,EC,arabinan,1
psac.005,Otu1625,0,103,0,NA,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,EC,arabinan,1
psac.005,Otu62,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,EC,arabinan,1
psac.005,Otu98,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu28,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,EC,arabinan,1
psac.005,Otu31,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,EC,arabinan,1
psac.005,Otu147,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Alistipes,EC,arabinan,1
psac.005,Otu891,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,arabinan,1
psac.005,Otu145,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Alistipes,EC,arabinan,1
psac.005,Otu163,0,103,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,EC,arabinan,1
psac.005,Otu138,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,EC,arabinan,1
psac.005,Otu550,1,103,0.001949317738791423,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,EC,arabinan,1
psac.005,Otu398,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,EC,arabinan,1
psac.005,Otu199,0,103,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Sphingobacteriaceae,Sphingobacterium,EC,arabinan,1
psac.005,Otu139,0,103,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,EC,arabinan,1
psac.005,Otu118,0,103,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,EC,arabinan,1
psac.005,Otu329,0,103,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,EC,arabinan,1
