gene,postFMT_2_jejunum
gene_4367958,344
gene_3507903,341
gene_3794844,339
gene_2864658,339
gene_3605075,338
gene_3582062,338
gene_4573737,338
gene_2960316,338
gene_2073551,335
gene_3061667,335
gene_4442443,334
gene_2414908,334
gene_4017616,334
HF-F_4_GL0315444,334
gene_3573195,333
gene_3611061,333
gene_4498685,333
gene_4129389,333
gene_3963550,332
gene_3236789,332
gene_4536111,332
gene_4186093,331
gene_3407587,331
gene_3757682,331
gene_4442367,330
gene_3739292,330
gene_4548238,330
gene_3778329,328
gene_4561988,328
gene_3342270,328
gene_3814702,328
gene_4103030,324
gene_4023574,324
gene_3928063,324
gene_4258903,323
gene_3966376,323
gene_4050349,322
gene_4238847,322
Food_11_GL0357206,321
gene_4562113,321
gene_3843954,321
gene_3771904,320
gene_4631408,319
gene_3783768,319
gene_4613965,318
gene_4510842,317
gene_3357055,316
gene_4602026,315
gene_3171902,315
gene_3284991,314
gene_4474332,314
gene_4008014,313
gene_3769614,313
gene_3087064,312
gene_4375749,312
gene_2759629,312
gene_4000393,312
gene_4257004,311
gene_3397605,310
gene_4134797,310
gene_4373423,310
gene_3701052,310
gene_4188448,310
gene_4022999,309
gene_4370760,308
gene_3910851,308
gene_2936220,308
gene_4619635,306
HF-F_2_GL0008562,306
gene_3729402,305
gene_4437326,305
gene_3742308,304
gene_4110883,304
gene_4287701,303
gene_4354034,303
gene_2204013,303
gene_4541878,303
gene_4058580,302
gene_3487896,302
gene_3360102,301
gene_4280422,301
gene_3919807,301
gene_2564296,300
gene_4203001,299
gene_4551145,299
gene_3753724,299
gene_3703836,299
gene_3420703,299
gene_3576320,298
gene_3195928,297
gene_2751765,297
gene_3916745,297
gene_4536800,297
gene_4214931,296
gene_2505865,296
gene_4544603,295
gene_2444978,294
gene_4273003,294
Food_9_GL0258854,294
gene_2021737,293
gene_2660287,292
gene_3840202,291
gene_3877033,290
gene_3614375,290
gene_4365283,289
gene_3020242,289
gene_2655864,289
gene_3951783,288
gene_4084415,288
gene_3924558,285
gene_4401875,285
gene_4515345,285
gene_3365449,284
gene_4632766,284
gene_3858975,284
gene_3630332,284
gene_3609578,283
gene_4228096,283
gene_3160558,281
gene_4480472,281
gene_4477933,280
gene_3761008,280
gene_3788614,280
gene_4540846,280
gene_4292228,280
gene_3721413,277
gene_4389605,277
gene_2698357,277
gene_3952481,276
gene_3813131,276
gene_4580879,275
gene_2267147,274
gene_4183607,273
gene_3770444,272
gene_4216501,272
gene_3916811,270
gene_4314512,270
gene_3696814,269
gene_3203716,269
gene_4162304,268
gene_1941510,267
gene_3889287,267
gene_2801116,266
gene_3688763,266
gene_4512223,264
gene_4589746,263
gene_4615558,263
gene_4325564,263
gene_3835984,262
gene_2589919,262
gene_3154440,262
gene_2598436,262
gene_3331960,262
gene_3507312,262
gene_4169248,261
gene_4415572,261
gene_2920034,260
gene_3584310,260
gene_4574498,259
gene_3823489,259
gene_3957926,259
gene_4390929,259
gene_4259576,257
gene_3325611,257
gene_4242330,256
gene_3990632,256
gene_3909592,256
gene_2584443,255
gene_4623413,255
gene_4158073,254
gene_3873644,252
gene_4397118,252
gene_3823424,251
gene_4015660,248
gene_4181212,248
gene_4593768,248
gene_4468469,248
gene_3575376,246
gene_3759426,246
gene_4264963,244
gene_4341527,243
gene_2847665,242
gene_3489285,242
gene_4212152,242
gene_4043107,242
gene_4059908,242
gene_4174056,240
gene_4213637,240
gene_4611582,240
gene_3809061,240
gene_4375748,239
gene_4084315,239
gene_4141481,238
gene_4522995,238
gene_3986268,238
gene_4384710,237
gene_2801242,237
gene_4333933,237
gene_4600913,236
gene_3990386,236
gene_3062715,234
gene_3766831,234
gene_2997011,233
gene_3188393,233
gene_4172387,233
gene_3788687,232
gene_1165785,232
gene_3298039,230
gene_4060894,230
gene_3768436,229
gene_3364519,229
gene_4101749,228
gene_4061037,228
gene_3940464,228
gene_4502920,227
gene_2884174,227
gene_4379000,226
gene_4216454,225
gene_3840831,223
gene_3595036,223
gene_3616404,223
gene_3641927,223
gene_4151988,222
gene_4030026,220
gene_4593553,219
gene_2611139,219
gene_3346227,218
gene_3654226,218
gene_4554458,218
gene_3745320,217
gene_4393318,217
gene_3994719,217
gene_4185014,216
gene_3219872,216
gene_3750879,216
gene_4290748,215
gene_3904656,213
gene_2524915,213
gene_2788830,212
gene_2617804,212
gene_3980150,211
gene_3399198,210
gene_4364997,210
gene_3972840,209
gene_4535067,209
gene_3722866,208
gene_4445555,208
gene_4203266,208
gene_3449131,208
gene_4555675,207
gene_4330099,207
gene_3967584,206
gene_4622983,206
gene_4468583,206
gene_1502962,205
gene_4362721,205
gene_2773699,204
gene_3032579,204
gene_3847449,203
gene_4411896,203
gene_3197931,203
gene_4092115,202
gene_4089213,202
gene_3773662,202
gene_4328530,202
gene_3314060,202
gene_4351018,202
gene_2709517,202
gene_2807698,201
gene_3474815,201
gene_4461645,200
gene_2476692,199
Group2-8A_GL0229637,199
gene_3249174,198
gene_3924852,198
gene_4035484,198
gene_4529898,197
gene_4375326,197
gene_3855165,196
gene_4420865,196
gene_3811695,196
gene_3944439,196
gene_4560857,195
gene_2877394,195
gene_3616119,195
gene_4092853,195
gene_3987264,194
gene_4064017,194
gene_4296261,194
gene_4015698,194
gene_4391556,192
gene_4341592,192
gene_4428354,191
gene_4577484,190
gene_4517544,190
gene_4335797,189
gene_4130075,189
gene_4279980,188
gene_4358785,187
gene_2967397,187
gene_4369583,186
gene_4435083,185
gene_2678024,185
gene_4163167,183
gene_3231474,182
gene_2657736,180
gene_3943715,179
gene_3506278,178
gene_4548444,177
gene_1875936,176
gene_3243515,176
gene_3537486,176
gene_4185632,175
gene_4562189,174
gene_4202278,174
gene_3989276,174
gene_4598258,173
gene_4370459,173
gene_4021956,172
gene_3271489,171
gene_4278302,170
gene_4386247,170
gene_3081265,170
gene_4092677,169
gene_4104838,168
gene_3953890,168
gene_4637644,167
gene_4628721,167
gene_3433474,166
gene_4631309,166
gene_4403330,165
gene_4244735,165
gene_2135555,165
gene_3099512,165
gene_4497718,165
gene_4476415,164
gene_4089021,163
gene_2742702,162
gene_3732078,162
gene_4373426,161
gene_2601849,161
gene_4604793,161
gene_4468467,161
gene_4567892,160
gene_4441422,160
gene_4244737,159
gene_3552221,158
gene_3582945,158
gene_4203265,158
gene_3874153,158
gene_3299601,158
gene_4446143,157
gene_3909470,157
gene_2788208,157
gene_4621326,157
gene_4570571,156
gene_4542451,156
gene_3685063,156
gene_4383205,155
gene_4008420,155
gene_3331625,155
gene_4479686,154
gene_4624891,154
gene_4462152,153
gene_4232255,153
gene_4006380,153
gene_3869922,153
gene_2924220,151
gene_2656692,151
gene_4252021,151
gene_4472124,151
gene_4459673,150
gene_4604275,150
gene_3213514,149
gene_3605400,149
gene_4367625,149
gene_3817704,149
gene_3160105,148
gene_3993766,148
gene_3963551,148
gene_3437138,148
gene_4513491,148
gene_3909116,147
gene_4153794,147
gene_3838998,146
gene_4000699,145
gene_3487488,145
gene_2414653,144
gene_3589727,144
gene_4290312,143
Food_11_GL0016298,143
gene_4186822,140
gene_4252706,140
gene_4243841,139
gene_4200765,139
gene_4535336,138
gene_3923781,137
gene_3712372,137
gene_3741646,137
gene_4050792,137
gene_4272797,135
gene_3889728,134
gene_4464421,134
gene_4224045,133
gene_1801273,133
gene_4138698,133
G1-1A_GL0050052,133
gene_3755691,132
gene_3583869,132
gene_2862978,132
gene_3612424,131
gene_4035184,130
gene_4626145,129
gene_3354879,129
gene_2818634,129
gene_4393951,128
gene_3773062,128
gene_2354909,128
gene_3156566,128
gene_3554812,128
gene_3293372,128
gene_4511255,127
gene_4028612,127
gene_1842198,127
gene_4313014,127
gene_3574736,126
gene_3344040,125
gene_2907201,125
gene_3399418,124
gene_3152681,124
gene_3284749,124
gene_3566605,124
gene_3795525,122
gene_2863323,122
gene_1308757,122
gene_4619994,121
gene_4286093,121
gene_3813420,120
gene_4198065,120
gene_3080780,120
gene_4188445,120
gene_3849227,119
gene_3546744,119
gene_3333521,118
gene_4009003,116
gene_4439604,116
gene_3551526,116
gene_4548235,116
gene_3316083,115
gene_3889558,114
gene_3853012,114
gene_3831271,113
gene_3085907,113
gene_4318549,113
gene_4232289,111
gene_4473505,111
gene_4560934,111
gene_4158231,111
gene_4520988,111
gene_4621657,110
gene_3052833,110
gene_4259615,110
gene_2027914,110
gene_4344958,109
gene_2836084,108
gene_4443023,108
gene_4564896,107
gene_4639497,107
gene_3482988,106
gene_3334043,106
gene_4629269,105
gene_3591157,105
gene_2124271,104
gene_4329118,102
gene_4394111,102
gene_4486366,102
gene_4021872,101
gene_4212504,101
gene_3178868,101
gene_3836223,100
gene_3445883,100
gene_4519626,100
gene_4638513,100
gene_2956328,100
gene_3978891,99
gene_3260888,99
gene_4369413,99
gene_3860177,98
gene_4083949,98
gene_3308587,97
gene_3971759,97
gene_2730300,97
gene_3595151,97
gene_4629151,96
gene_3126436,96
gene_4343858,96
gene_4031457,96
gene_3748997,96
gene_4177082,95
gene_3577811,95
gene_3380098,95
gene_2585850,94
gene_3347461,94
gene_540419,94
Food_9_GL0416870,94
gene_3208047,93
gene_4511254,93
gene_3246675,93
gene_3965892,93
gene_4077529,93
gene_4394567,93
gene_3788612,93
gene_4498466,93
gene_4238188,92
gene_2979519,92
gene_3999384,92
gene_4134348,92
gene_4634990,91
gene_3084798,91
gene_4186579,90
gene_3798663,90
gene_4622897,90
gene_3869451,89
gene_3223108,89
gene_2655519,89
gene_4058249,89
gene_3902047,88
gene_3317314,88
gene_3691332,88
gene_3950018,87
gene_2908450,87
gene_4007255,87
gene_4189171,87
6-8_GL0029701,87
gene_3481693,87
gene_4430711,86
gene_3702398,86
gene_2607397,86
gene_2920033,86
gene_3995572,86
gene_4590071,86
gene_2682172,86
gene_2672380,86
gene_2831467,86
gene_4442738,85
gene_4533624,85
gene_3659031,85
gene_4443621,85
gene_3740879,85
gene_4068721,84
gene_3156184,84
gene_1681961,84
gene_4019767,84
gene_4057972,84
gene_4195443,84
gene_2234702,83
gene_4573592,83
gene_4529291,83
gene_2574162,83
gene_3786210,83
gene_3798027,83
gene_2669432,82
gene_4267290,82
gene_3345193,82
gene_3229889,82
gene_4226864,81
gene_2930587,81
gene_4635455,80
gene_4574508,80
gene_3907540,80
gene_3289459,80
gene_3522274,80
gene_2950319,80
gene_3872891,80
gene_3007758,80
gene_2507107,80
gene_4404413,80
gene_3955283,79
gene_4433435,79
gene_3151780,79
gene_3640878,79
gene_4299182,79
gene_2794976,79
gene_4025479,79
gene_4343413,78
gene_2903645,78
gene_3041866,78
gene_3992124,78
gene_4170541,78
gene_4506083,78
gene_2282922,77
gene_2231849,77
gene_4333890,77
gene_4058078,77
gene_4428009,77
gene_4242777,77
gene_2404970,77
gene_4299530,77
gene_3320975,76
gene_4422243,76
gene_4271033,76
gene_4249799,76
gene_3440799,76
gene_4150642,76
gene_4295313,76
gene_2971417,76
gene_4094261,76
gene_3920373,76
gene_3403811,76
gene_3224900,76
gene_3189359,75
gene_3804655,75
gene_3485452,75
gene_3021686,75
gene_3436117,74
gene_1026049,74
gene_4371861,74
gene_3441757,74
HF-S_8_GL0298285,74
gene_4394921,74
gene_4057995,74
gene_4294104,74
gene_3918068,74
gene_3041554,74
gene_3480383,74
gene_3171552,74
gene_4272177,73
gene_4003132,73
gene_2799301,73
gene_4333121,73
gene_4454277,73
gene_4344153,73
gene_3588741,73
gene_4487284,72
gene_3544651,72
gene_4330678,72
gene_3946330,72
gene_3937028,72
gene_3279156,72
gene_3565595,72
gene_4064433,72
gene_3395106,72
gene_2500429,71
gene_4447213,71
gene_4625063,71
gene_4626050,71
gene_4000532,71
gene_4516378,71
gene_3221598,71
gene_3377691,71
gene_4206593,71
gene_4624516,71
gene_3650858,70
gene_3744016,70
gene_4128700,70
gene_3495041,70
gene_4194523,70
gene_4382701,70
gene_2898235,70
gene_3741661,70
gene_2968920,70
gene_3019709,70
gene_3697908,70
gene_3383690,69
gene_4459324,69
gene_4454816,69
gene_3138773,69
gene_3983201,69
gene_2928081,69
gene_3804100,69
gene_4182695,69
gene_4574066,69
gene_2893334,69
gene_3937009,69
gene_4014243,69
gene_3887581,69
gene_4349042,69
gene_3712344,69
gene_4549003,68
gene_4436873,68
gene_3607662,68
gene_3388839,68
gene_3679686,68
gene_3751552,68
gene_2799072,68
gene_3684336,68
gene_3241215,68
gene_3457038,68
gene_3179389,68
gene_4396691,68
gene_4616707,68
gene_3782006,68
Food_10_GL0066534,68
gene_3812019,68
gene_1801269,67
gene_4546396,67
gene_4541653,67
gene_4245204,67
gene_3527197,67
gene_2146578,67
gene_4573203,67
gene_4410221,67
gene_4379458,67
gene_3341150,67
gene_2476695,67
gene_3220136,67
gene_3438740,67
gene_4199689,67
gene_2043202,67
gene_3905967,67
gene_3922142,67
gene_3203908,67
gene_3725564,67
gene_4065777,67
gene_4627868,66
gene_4410843,66
gene_4379080,66
gene_3576924,66
gene_3953007,66
gene_4037220,66
gene_3926518,66
gene_4119150,66
gene_4632657,66
gene_2224729,66
gene_4362625,66
gene_3645846,66
gene_3080896,66
gene_4547239,66
gene_3728606,66
gene_4182243,66
gene_2828115,65
gene_3793678,65
gene_3927039,65
gene_4499345,65
gene_3932205,65
gene_3462121,65
gene_4100492,65
gene_3805983,65
gene_4627599,65
gene_4383200,65
gene_3862528,65
gene_2829367,65
gene_3517020,65
gene_4077702,65
gene_2980834,65
gene_3850845,64
gene_3358134,64
gene_3392844,64
gene_4071697,64
gene_3761659,64
gene_3718247,64
gene_3843080,64
gene_3534764,64
gene_3770238,64
gene_1751608,64
gene_1801275,64
gene_4164545,64
gene_4273994,64
gene_4097255,64
gene_4183034,64
gene_3836290,64
gene_3580669,64
gene_2476467,63
gene_2871662,63
gene_4449852,63
gene_3654919,63
gene_4450303,63
gene_3540867,63
gene_2736341,63
gene_2380973,63
gene_4519955,63
gene_2691433,63
gene_3625992,63
gene_3191984,63
gene_4442818,63
gene_4544813,63
gene_3143820,63
gene_4070190,63
gene_4388973,63
gene_1925183,63
gene_4462337,63
gene_2818914,63
gene_2483710,63
gene_4252744,63
gene_3959314,63
gene_3675170,63
gene_3010581,62
gene_4339226,62
gene_3288084,62
gene_3198484,62
gene_4162237,62
gene_3985770,62
gene_4434977,62
gene_4304945,62
gene_3609243,62
gene_3334882,62
gene_3608420,62
gene_4364293,62
gene_3780465,62
gene_3088536,62
gene_4056718,62
gene_3721322,62
gene_3152684,62
gene_4363993,62
gene_4038605,62
gene_3085275,62
gene_2822456,62
gene_4360450,62
gene_4420282,62
gene_3229463,62
gene_2631944,62
gene_4111488,62
gene_3905610,62
gene_3665955,62
gene_3497981,62
gene_3888283,62
gene_3548300,61
gene_4464232,61
gene_3925541,61
gene_3988888,61
gene_4225823,61
gene_4440066,61
gene_3690615,61
gene_4158395,61
gene_2948675,61
gene_4557543,61
gene_3870097,61
gene_4528009,61
gene_2517739,61
gene_3261430,61
gene_3901477,61
gene_4617700,61
gene_4317045,61
gene_2954151,61
gene_4232271,61
gene_4090650,61
gene_3882647,61
gene_3613912,61
gene_3520012,61
gene_4348347,61
gene_4615444,61
gene_1796315,61
gene_2157175,61
gene_3336388,60
gene_3182483,60
gene_3781678,60
gene_3636052,60
gene_3768273,60
gene_3720806,60
gene_3326742,60
gene_4064745,60
gene_2323635,60
gene_4186614,60
gene_3286043,60
gene_4268029,60
gene_4197667,60
gene_3742672,60
gene_4389427,60
gene_3619898,60
gene_3840486,60
gene_4168708,60
gene_3539583,60
gene_4224344,60
gene_3742890,60
gene_3757065,60
gene_4063984,60
gene_4578199,60
gene_2807419,60
gene_2248639,60
gene_4027976,60
gene_4308567,59
gene_4336986,59
gene_4062882,59
gene_3812264,59
gene_3097577,59
gene_4424387,59
gene_4028241,59
gene_4497543,59
gene_3924686,59
gene_3462352,59
gene_3894289,59
gene_4062643,59
gene_4564552,59
gene_4555614,59
gene_4622403,59
gene_2835608,59
gene_4486998,59
gene_3016753,59
gene_4399192,59
gene_4516870,59
gene_3332306,59
gene_4365305,59
gene_4035607,58
gene_4244163,58
gene_2780846,58
gene_2966572,58
gene_3083204,58
gene_4443431,58
gene_2834438,58
gene_4465486,58
gene_4074583,58
gene_4271358,58
gene_3099254,58
gene_4048702,58
gene_4128588,58
gene_4244317,58
gene_2241564,58
gene_4555864,58
gene_4315004,58
gene_2998635,58
gene_3863150,58
gene_3338441,58
gene_3358176,58
gene_3120216,58
gene_3912736,58
gene_3554842,58
gene_2337634,58
gene_4225353,58
gene_3899655,58
gene_2525172,58
gene_4588878,58
gene_3489250,58
gene_4371377,58
gene_3297059,58
gene_4392425,58
gene_4076492,58
gene_4507688,58
gene_4508692,58
gene_4184924,58
gene_3153484,58
gene_4502938,58
gene_4559731,58
gene_3266366,58
gene_4225267,58
gene_4540509,57
gene_3232543,57
gene_3674524,57
gene_3703027,57
gene_3717816,57
gene_3175971,57
gene_3948284,57
gene_3309732,57
gene_2807420,57
gene_4473079,57
gene_4581292,57
gene_4601333,57
gene_4333061,57
gene_3458484,57
gene_4069411,57
gene_4081700,57
gene_4388281,57
gene_4104498,57
gene_4001101,57
gene_4271360,57
gene_4187882,57
gene_4092743,57
gene_4382237,57
gene_4190573,57
gene_4576720,57
gene_3253119,57
gene_4571836,57
gene_3939067,57
gene_4556528,57
gene_4507234,57
gene_4281726,57
gene_4009215,57
gene_3074511,57
gene_3730337,56
gene_3204127,56
gene_3908770,56
gene_4580959,56
gene_4252325,56
10_GL0037899,56
gene_4207123,56
gene_3664724,56
gene_3564291,56
gene_4321466,56
gene_2837851,56
gene_2452976,56
gene_2822994,56
gene_2856016,56
gene_4237203,56
gene_4586369,56
gene_3730522,56
gene_3254547,56
gene_4347463,56
gene_3682088,56
gene_3484792,56
gene_2774755,56
gene_3531592,56
gene_4185189,56
gene_3850596,56
gene_3864813,56
gene_3978811,56
gene_3073903,56
gene_3308635,56
gene_4149514,56
gene_4073078,56
gene_4097710,56
gene_4107498,56
gene_2847622,56
gene_3854687,56
gene_4484358,56
gene_3930031,56
gene_3081761,56
gene_4474850,56
gene_2971878,56
gene_2635240,55
gene_3350188,55
gene_4377752,55
gene_3982069,55
gene_4078460,55
gene_4403189,55
gene_3932088,55
gene_3379480,55
gene_4513554,55
gene_2922073,55
gene_4484928,55
gene_4410156,55
gene_4062255,55
gene_4429379,55
gene_4246641,55
gene_4200495,55
gene_2847581,55
gene_3715693,55
gene_2591808,55
gene_4319109,55
gene_3691104,55
gene_3957188,55
gene_3487916,55
gene_4424416,55
gene_2697239,55
gene_4101588,55
gene_3913018,55
gene_4415667,55
gene_3701855,55
gene_4338840,55
gene_4442081,55
gene_4270894,55
gene_3333152,55
gene_3474384,55
gene_3044856,55
gene_4407704,55
gene_4215123,55
gene_4264237,55
gene_3891795,55
gene_3777073,55
gene_3213414,55
gene_3039885,55
gene_3707096,55
gene_3970231,55
gene_3762951,55
gene_2814879,55
gene_3350197,55
gene_2497113,55
gene_4444685,55
gene_2880591,55
gene_3924497,55
gene_4469078,55
gene_3086292,54
gene_4549590,54
gene_4225290,54
gene_3530345,54
gene_4138778,54
gene_3347159,54
gene_4138452,54
gene_3970614,54
gene_3712025,54
gene_4503768,54
gene_3236822,54
gene_4439133,54
gene_3572626,54
gene_4548229,54
gene_3963134,54
gene_2330501,54
gene_3198682,54
gene_2426100,54
gene_4635901,54
gene_3215520,54
gene_4084056,54
gene_3615811,54
gene_4539399,54
gene_4494052,54
gene_3294595,54
gene_2651604,54
gene_3343801,54
gene_4415668,54
gene_4328591,54
gene_3697345,54
gene_3156188,54
gene_3247974,54
gene_3980856,54
gene_3148444,54
gene_3666992,54
gene_2657003,54
gene_3560330,54
gene_4097679,54
gene_3972191,54
gene_4114943,54
gene_4629372,54
gene_3810644,54
gene_3601461,54
gene_2314398,54
gene_4184568,54
gene_2464526,54
gene_4178653,54
gene_3531141,54
gene_3053402,54
gene_2975014,54
gene_3528073,54
gene_3864749,54
gene_4332253,54
gene_3589607,54
gene_3231882,54
gene_3185652,54
gene_3816786,54
gene_3769439,53
gene_4600569,53
gene_2689250,53
gene_4474711,53
gene_4338807,53
gene_3550655,53
gene_2464960,53
gene_3398167,53
gene_2718995,53
gene_2318072,53
gene_3216828,53
gene_2782287,53
gene_3671058,53
gene_3708920,53
gene_3062956,53
gene_4535855,53
gene_4391501,53
gene_4202845,53
gene_4509480,53
gene_2741080,53
gene_3294775,53
gene_3530216,53
gene_4239309,53
gene_3878811,53
gene_4020840,53
gene_4095607,53
gene_4263458,53
gene_4395780,53
gene_4076253,53
gene_2670561,53
gene_4394830,53
gene_3181942,53
gene_3531908,53
gene_3854067,53
gene_4173742,53
gene_4551605,53
gene_4209039,53
gene_3912295,53
gene_4567080,53
gene_4279995,53
gene_3829020,53
gene_3550162,53
gene_4550299,53
gene_3402597,53
gene_2950784,53
gene_4559652,53
gene_2856693,53
gene_3395866,53
gene_4172682,52
gene_4292476,52
gene_3468515,52
gene_2315618,52
gene_3796468,52
gene_4142611,52
gene_4509610,52
gene_3360411,52
gene_3041983,52
gene_2859489,52
