gene,postFMT_4_ileum
gene_3055014,2
gene_2737245,2
gene_3542144,2
gene_3035663,2
gene_3483668,2
gene_2801091,2
gene_3907437,2
gene_2790826,2
gene_3096143,2
gene_3341761,2
gene_3983765,2
gene_3334040,2
gene_4101378,2
gene_4477850,2
gene_2743602,2
gene_2958688,2
gene_3989578,2
gene_4080230,2
gene_3408199,2
gene_4392109,2
gene_3821287,2
gene_2568498,2
gene_3679090,2
gene_4525158,2
gene_3501511,2
gene_3651374,2
gene_2894038,2
gene_4635576,2
gene_3539484,2
gene_2590015,2
gene_4287207,2
gene_3764485,2
gene_3898813,2
gene_3639821,2
gene_3946650,2
gene_2891613,2
gene_4577438,2
gene_1971232,2
gene_3166453,2
gene_3468501,2
gene_3705109,2
gene_4374333,2
gene_4297863,2
gene_4213284,2
gene_3469643,2
gene_2808839,2
gene_3441125,2
gene_3173683,2
gene_4391764,2
gene_3293752,2
gene_4224187,2
gene_4477321,2
gene_4139791,2
gene_2766986,2
gene_4464871,2
gene_3683874,2
gene_4597514,2
gene_4474797,2
gene_4553582,2
gene_2920996,2
gene_4102511,2
gene_3866006,2
gene_4127374,2
gene_4074169,2
gene_3399175,2
gene_4308114,2
gene_3443919,2
gene_3337603,2
gene_3322547,2
gene_2944436,2
gene_3811020,2
gene_4095487,2
gene_2244566,2
gene_3046620,2
gene_4238253,2
gene_3754409,2
gene_4503406,2
gene_2779311,2
gene_3241470,2
gene_3962771,2
gene_2920383,2
gene_3629068,2
gene_3236415,2
gene_3031643,2
gene_3689823,2
gene_3448424,2
gene_3226975,2
gene_3972522,2
gene_2525595,2
gene_4027018,2
gene_3628049,2
gene_4191999,2
gene_2481676,2
gene_4508791,2
gene_4170291,2
gene_4167963,2
gene_4113332,2
gene_2829021,2
gene_4030883,2
gene_4353556,2
gene_4387807,2
gene_3804422,2
gene_2559379,2
gene_2882816,2
gene_2963278,2
gene_2854293,2
gene_3933798,2
gene_4413330,2
gene_3388317,2
gene_3019420,2
gene_4243579,2
gene_2631348,2
gene_4638141,2
gene_3729736,2
gene_3481182,2
gene_3078788,2
gene_4634020,2
gene_2618554,2
gene_4489168,2
gene_4461445,2
gene_2373916,2
gene_3505381,2
gene_3571663,2
gene_4056974,2
gene_4047903,2
gene_2978419,2
gene_3256658,2
gene_3187689,2
gene_3359704,2
gene_3163740,2
gene_4380294,2
gene_4051652,2
gene_4013414,2
gene_4004447,2
gene_3864826,2
gene_3842745,2
gene_3267845,2
gene_2980520,2
gene_3655380,2
gene_3421121,2
gene_4439477,2
gene_3395517,2
gene_3561085,2
gene_2000535,2
gene_4190839,2
gene_2561767,2
gene_3230614,2
gene_3019066,2
gene_4553552,2
gene_3853952,2
gene_3914948,2
gene_2841985,2
gene_4550799,2
gene_2896436,2
gene_4635431,2
gene_3858725,2
gene_3106964,2
gene_4312785,2
gene_3409539,2
gene_2412582,2
gene_4621922,2
gene_2951880,2
gene_4160114,2
gene_4507901,2
gene_2305358,2
gene_3487452,2
gene_2609573,2
gene_3696961,2
gene_3304362,2
gene_3331726,2
gene_3474427,2
gene_3548402,2
gene_4358892,2
gene_4237475,2
gene_4243710,2
gene_4195207,2
gene_4635827,2
gene_2473615,2
gene_3046621,2
gene_3522257,2
gene_4550025,2
gene_4366815,2
gene_3058791,2
gene_3618137,2
gene_4028839,2
gene_3750032,2
gene_3689072,2
gene_3144221,2
gene_3443317,2
gene_3416316,2
gene_3204704,2
gene_4084366,2
gene_2310366,2
gene_2507956,2
gene_2641948,2
gene_4237489,2
gene_3378496,2
gene_4242171,2
gene_3645065,2
gene_4501620,2
gene_4319981,2
gene_4507235,2
gene_3397035,2
gene_3824731,2
gene_4382499,2
gene_4080910,2
gene_3617181,2
gene_4634478,2
gene_3921251,2
gene_3310040,2
gene_4634207,2
gene_4069993,2
gene_4330109,2
1-8_GL0009108,2
gene_3771172,2
gene_2456313,2
gene_4092635,2
gene_4561486,2
gene_3807318,2
gene_3360880,2
gene_4576311,2
gene_4121227,2
gene_3226678,2
gene_3084049,2
gene_4004545,2
gene_3994495,2
gene_4321082,2
gene_3134606,2
gene_4618133,2
gene_3300028,2
gene_2709625,2
gene_2806240,2
gene_4088827,2
gene_3586901,2
gene_3639521,2
gene_2934477,2
gene_4397515,2
gene_3015291,2
gene_3510811,2
gene_3449904,2
gene_1689850,2
gene_2941932,2
gene_2799457,2
gene_3059774,2
gene_2969985,2
gene_4414672,2
gene_3812936,2
gene_4146924,2
gene_2745577,2
gene_4310954,2
gene_3715964,2
gene_3596180,2
gene_3162783,2
gene_4177541,2
gene_3142119,2
gene_2886749,2
gene_4038316,2
gene_4117542,2
gene_4499585,2
gene_4544261,2
gene_3386381,2
gene_3803820,2
gene_4029853,2
gene_4061585,2
gene_3205608,2
gene_4141325,2
gene_3857089,2
gene_4483181,2
gene_3232769,2
gene_2494719,2
gene_3643317,2
gene_3915317,2
gene_2707292,2
gene_3379872,2
gene_3990634,2
gene_3577100,2
gene_3583407,2
gene_3781494,2
gene_4384743,2
gene_2575160,2
gene_4589237,2
gene_4092633,2
gene_3864552,2
gene_3037302,2
gene_4411590,2
gene_4406335,2
gene_3059674,2
gene_3345179,2
gene_4534368,2
gene_2769693,2
gene_3816130,2
gene_2932206,2
gene_3830094,2
gene_3711606,2
gene_3492369,2
gene_3721109,2
gene_4109798,2
gene_4046522,2
gene_4375591,2
gene_3454457,2
gene_4174125,2
gene_2002667,2
gene_3393752,2
gene_3129957,2
gene_4197478,2
gene_2574673,2
gene_3003226,2
gene_3446591,2
gene_3440748,2
gene_2106137,2
gene_4483729,2
gene_3138381,2
gene_2666254,2
gene_4411166,2
gene_2945066,2
gene_3680695,2
gene_4510487,2
gene_3561000,2
gene_4431075,2
gene_3364980,2
gene_4271603,2
gene_1974877,2
gene_4400758,2
gene_2002807,2
gene_3706653,2
gene_3565398,2
gene_3369645,2
gene_3747776,2
gene_2427279,2
gene_4407164,2
gene_3912599,2
gene_3809562,2
gene_3027403,2
gene_3140667,2
gene_3526580,2
gene_2775770,2
gene_2810488,2
gene_4025773,2
gene_3573710,2
gene_4215398,2
gene_2925325,2
gene_3619993,2
gene_2654941,2
gene_3282757,2
gene_4543459,2
gene_2620311,2
gene_4391539,2
gene_4196249,2
gene_4095260,2
gene_4423962,2
gene_3258613,2
gene_4309742,2
gene_4528664,2
gene_4632509,2
gene_2636434,2
gene_4095652,2
gene_2449390,2
gene_3205655,2
gene_2415498,2
gene_3037156,2
gene_4317233,2
gene_4187301,2
gene_3930842,2
gene_3981907,2
gene_4278997,2
gene_3533231,2
gene_4175406,2
gene_4187472,2
gene_4235774,2
gene_3821854,2
gene_3233184,2
gene_3570525,2
gene_3360810,2
gene_3956705,2
gene_2368180,2
gene_4261689,2
gene_4176848,2
gene_2631128,2
gene_3293764,2
gene_2944397,2
gene_3467729,2
gene_2333048,2
gene_4316102,2
gene_4120931,2
gene_2499061,2
gene_3096112,2
gene_3797131,2
gene_3930354,2
gene_4381124,2
gene_2514009,2
gene_4299477,2
gene_3381527,2
gene_3115428,2
gene_4506128,2
gene_3574905,2
gene_3805966,2
gene_4164784,2
gene_2592028,2
gene_4193310,2
gene_3466290,2
gene_4279636,2
gene_3857777,2
gene_4555327,2
gene_4149750,2
gene_3426871,2
gene_3002132,2
gene_3425093,2
gene_3255984,2
gene_4506788,2
gene_4491681,2
gene_4459368,2
gene_2522762,2
gene_4215314,2
gene_4466573,2
gene_2799644,2
gene_2673065,2
gene_3196456,2
gene_2313340,2
gene_2783466,2
gene_1849651,2
gene_4342870,2
gene_4446542,2
gene_4227262,2
gene_3623507,2
gene_4321462,2
gene_3095422,2
gene_3974567,2
gene_4089678,2
gene_4568740,2
gene_4539363,2
gene_2876512,2
gene_2787798,2
gene_3150459,2
gene_3172175,2
gene_4224753,2
gene_4152590,2
gene_4000341,2
gene_3697305,2
gene_3867654,2
gene_3097474,2
gene_2128865,2
gene_3914144,2
gene_4511531,2
gene_3534585,2
gene_3799386,2
gene_4172227,2
gene_4274164,2
gene_4572646,2
gene_3201101,2
gene_4355222,2
gene_3244806,2
gene_3942895,2
gene_4001716,2
gene_3354317,2
gene_3120113,2
gene_4269763,2
gene_3668555,2
gene_4088512,2
gene_4438505,2
gene_3041516,2
gene_2965607,2
gene_2804674,2
gene_4285838,2
gene_3706768,2
gene_2898476,2
gene_4038931,2
gene_3691869,2
gene_3258953,2
gene_4286995,2
gene_3825531,2
gene_3680458,2
gene_3632371,2
gene_2823767,2
gene_2757856,2
gene_3935655,2
gene_4619922,2
gene_4498766,2
gene_3928455,2
gene_2898765,2
gene_4280539,2
gene_2505495,2
gene_4584606,2
gene_3887110,2
gene_3556468,2
gene_4125345,2
gene_4138694,2
gene_3778587,2
gene_3274172,2
gene_2650621,2
gene_4314608,2
gene_3323546,1
gene_2917854,1
gene_2609238,1
gene_3085502,1
MC-6-4_GL0109005,1
gene_2851845,1
gene_4027174,1
gene_3334342,1
gene_4310863,1
gene_3324206,1
gene_2283248,1
gene_4167100,1
gene_2464944,1
gene_2790512,1
gene_4514610,1
gene_2912949,1
gene_2870249,1
gene_3639394,1
gene_4353920,1
gene_4079850,1
gene_4237235,1
gene_3777905,1
gene_4405183,1
gene_3196956,1
gene_2858281,1
gene_2890232,1
gene_3867455,1
gene_3139853,1
gene_3825218,1
gene_3867309,1
gene_4029151,1
gene_3508913,1
gene_2643325,1
gene_2001677,1
gene_2669225,1
gene_4383273,1
gene_3478064,1
gene_3415810,1
gene_3924158,1
gene_4297200,1
gene_3436957,1
gene_2943357,1
gene_2914391,1
gene_3808199,1
gene_2640762,1
gene_4387558,1
gene_4293559,1
gene_3056749,1
gene_3650624,1
gene_2332312,1
gene_3152882,1
gene_2995852,1
gene_3689914,1
gene_2988778,1
gene_2816108,1
gene_4373570,1
gene_3886404,1
gene_2909529,1
gene_3687295,1
gene_2787311,1
gene_4096880,1
gene_3510355,1
gene_2521121,1
gene_3951137,1
gene_3259119,1
gene_3801006,1
gene_4438085,1
S-Fe10_GL0143753,1
gene_3778199,1
gene_4232960,1
gene_4216282,1
gene_3448696,1
gene_4358004,1
gene_3152775,1
gene_4326058,1
gene_4002655,1
gene_2061578,1
gene_3601538,1
gene_3183726,1
gene_2808162,1
gene_3260380,1
gene_3000842,1
gene_3980470,1
gene_2108616,1
gene_4437964,1
gene_3749705,1
gene_3343646,1
gene_4402025,1
gene_3529665,1
gene_3969732,1
gene_2187507,1
gene_4346232,1
gene_2173043,1
gene_3675954,1
gene_3144611,1
gene_3901524,1
gene_3839284,1
Food_10_GL0062867,1
gene_3188274,1
gene_4329495,1
gene_2423689,1
gene_3696257,1
gene_4481570,1
gene_4435872,1
gene_2592525,1
gene_3609350,1
gene_2729607,1
gene_2830093,1
gene_3347182,1
gene_3844839,1
gene_3675151,1
gene_2857809,1
gene_4220415,1
gene_3575212,1
gene_4498775,1
gene_2993578,1
gene_4137812,1
gene_4119713,1
gene_2941326,1
gene_2579638,1
gene_2402973,1
gene_4135768,1
gene_4579392,1
gene_3502439,1
gene_3117205,1
gene_4401561,1
gene_3168410,1
gene_3449047,1
gene_4455289,1
gene_3946266,1
gene_4181594,1
gene_3373902,1
gene_2631253,1
gene_4522726,1
gene_3731140,1
gene_3171701,1
gene_4477812,1
gene_4602827,1
gene_3846218,1
gene_1980143,1
gene_4089728,1
gene_3147914,1
gene_3438516,1
gene_4298866,1
gene_3652894,1
gene_2937480,1
gene_3501850,1
gene_4128016,1
gene_2385960,1
gene_2217007,1
gene_3849464,1
gene_4578504,1
gene_2568133,1
gene_3553333,1
gene_2672689,1
gene_2617008,1
gene_4497801,1
gene_3002755,1
gene_2472415,1
gene_2581602,1
gene_3969154,1
gene_2476245,1
gene_3050100,1
gene_4635065,1
gene_3456933,1
gene_2632261,1
gene_4386423,1
gene_4459938,1
gene_3454908,1
gene_4477748,1
gene_4238796,1
gene_4322802,1
gene_3915226,1
gene_2744389,1
gene_3900679,1
gene_4122713,1
gene_3446056,1
gene_3112071,1
gene_4083233,1
gene_3668253,1
gene_4177581,1
gene_2907843,1
gene_4318783,1
gene_2917804,1
gene_3835363,1
gene_4439444,1
gene_4223672,1
gene_3483739,1
gene_3813742,1
gene_4554604,1
gene_3293288,1
gene_3477034,1
gene_3231640,1
gene_4404046,1
gene_4321860,1
gene_3560294,1
gene_3610056,1
gene_2429235,1
gene_3796972,1
gene_2440741,1
gene_3785460,1
gene_2951736,1
gene_3086442,1
gene_4403103,1
gene_4545244,1
gene_3723043,1
gene_2912996,1
gene_3660119,1
gene_3294042,1
gene_3694732,1
gene_4369005,1
gene_3183533,1
gene_2925340,1
gene_2963073,1
gene_3322376,1
gene_4532126,1
gene_4359734,1
gene_4340243,1
gene_2709957,1
gene_3443812,1
gene_3203046,1
gene_3981320,1
gene_3540097,1
gene_3723593,1
gene_3403941,1
gene_3089513,1
gene_4610977,1
gene_3784014,1
gene_3760863,1
gene_4150172,1
gene_3747086,1
gene_4294630,1
gene_3965815,1
gene_3866156,1
gene_2808844,1
gene_2985722,1
gene_4550666,1
gene_3480007,1
gene_4154875,1
gene_3914376,1
gene_4133789,1
gene_3358394,1
gene_3540831,1
gene_1965470,1
gene_4114849,1
gene_3539302,1
gene_3393364,1
gene_4331407,1
gene_3258665,1
gene_3426902,1
gene_3506985,1
gene_3259738,1
gene_4477531,1
gene_3703822,1
gene_2953256,1
gene_2818210,1
gene_3324843,1
gene_4195004,1
gene_2596649,1
gene_3129619,1
gene_2596646,1
gene_2622734,1
gene_3693751,1
gene_4531349,1
gene_3514284,1
gene_4375585,1
gene_4101970,1
gene_2950813,1
gene_3525489,1
gene_2853088,1
gene_4289699,1
gene_3863399,1
gene_4513487,1
gene_4618640,1
gene_2653939,1
gene_3331524,1
gene_4235371,1
gene_2997647,1
gene_3103068,1
gene_3284516,1
gene_3280770,1
gene_2590020,1
gene_3596716,1
gene_3477650,1
gene_3246444,1
gene_3303485,1
gene_3394229,1
gene_4481457,1
gene_3245665,1
gene_2356250,1
gene_2643223,1
gene_4265001,1
gene_3700445,1
gene_3607664,1
gene_2940104,1
gene_2344058,1
gene_4168650,1
gene_2371091,1
gene_2602593,1
gene_3528769,1
gene_2908105,1
gene_4257097,1
gene_3194224,1
gene_2515941,1
gene_4627547,1
gene_3111030,1
gene_3534866,1
gene_2739491,1
gene_3413418,1
gene_3104690,1
gene_4233777,1
gene_3307829,1
gene_2959817,1
gene_4235033,1
gene_3504910,1
gene_3135066,1
gene_3181247,1
gene_2913940,1
gene_2972012,1
gene_3300439,1
gene_2309046,1
gene_4201721,1
gene_4042267,1
gene_4503559,1
gene_3360535,1
gene_3845836,1
gene_2744193,1
gene_4500088,1
gene_4078744,1
gene_4583418,1
gene_4537937,1
gene_3231096,1
gene_3772846,1
gene_4487893,1
gene_2819250,1
gene_3712644,1
gene_3231825,1
gene_2836774,1
gene_3410021,1
gene_1978956,1
gene_3063811,1
gene_2300947,1
gene_2798752,1
gene_2345738,1
gene_3323442,1
gene_3353495,1
gene_3090034,1
gene_3544085,1
gene_3866563,1
gene_4607271,1
gene_4146335,1
gene_1981807,1
gene_4232950,1
gene_3212725,1
gene_2930345,1
gene_2300112,1
gene_4225431,1
gene_3500865,1
gene_4147292,1
gene_4205806,1
gene_2826405,1
gene_4044552,1
gene_4410285,1
gene_4596765,1
gene_2858503,1
gene_2217289,1
gene_3770555,1
gene_3359265,1
gene_2630315,1
gene_3616244,1
gene_4394258,1
gene_3371114,1
gene_4463417,1
gene_4327286,1
gene_4352140,1
gene_3726352,1
gene_4242683,1
gene_3621037,1
gene_4062482,1
gene_4612263,1
gene_3577570,1
gene_2204537,1
gene_3350451,1
gene_3119752,1
gene_4021854,1
gene_2785125,1
gene_4515879,1
gene_4528344,1
gene_2968749,1
gene_2540230,1
gene_4367325,1
gene_4314651,1
gene_2842734,1
gene_2480455,1
gene_3416559,1
gene_4284423,1
gene_3389824,1
gene_2194759,1
gene_2160606,1
gene_2900035,1
gene_4225032,1
gene_2993851,1
gene_4010873,1
gene_4484795,1
gene_3438113,1
gene_3232963,1
gene_2873210,1
gene_4248147,1
gene_3425952,1
gene_2734917,1
gene_3405090,1
gene_3409943,1
gene_4480422,1
gene_3720503,1
gene_2693839,1
gene_3584624,1
gene_3415079,1
gene_3624791,1
gene_3417546,1
gene_3080610,1
gene_4318858,1
gene_3037358,1
gene_3400378,1
gene_3593199,1
gene_3730169,1
gene_3312297,1
gene_4402056,1
gene_4470928,1
gene_1856426,1
gene_3633747,1
gene_2050560,1
gene_3635227,1
gene_3593783,1
gene_2888950,1
gene_3389823,1
gene_2723689,1
gene_2379308,1
gene_2849522,1
gene_4095021,1
gene_2844271,1
gene_4249480,1
gene_4595174,1
gene_2532757,1
gene_3188678,1
gene_2876928,1
gene_4442671,1
gene_2538341,1
gene_3826208,1
gene_3466600,1
gene_3755967,1
gene_2050488,1
gene_3064308,1
gene_3623632,1
gene_2124407,1
gene_3004645,1
gene_2684179,1
gene_3092748,1
gene_2683138,1
gene_3091189,1
gene_3594129,1
gene_4549698,1
gene_3124468,1
gene_4173265,1
gene_3137845,1
gene_2886081,1
gene_2472236,1
gene_3637938,1
gene_2345811,1
gene_2296190,1
gene_1988967,1
gene_3387271,1
gene_1975276,1
gene_3945157,1
gene_3715624,1
gene_2573589,1
gene_4219637,1
gene_3277622,1
gene_4222155,1
gene_4603905,1
gene_3939804,1
gene_3230246,1
gene_3232667,1
gene_4480245,1
gene_2356254,1
gene_4010426,1
gene_4638451,1
gene_2513035,1
gene_3135773,1
gene_2662086,1
gene_2730062,1
gene_3719191,1
gene_3154725,1
gene_4133133,1
gene_4405804,1
gene_2865907,1
gene_4534939,1
gene_4554925,1
gene_3406802,1
gene_4307869,1
gene_3390351,1
gene_2708488,1
gene_2782507,1
gene_2498587,1
gene_3196725,1
gene_4566345,1
gene_3332457,1
gene_3534077,1
gene_3279794,1
gene_2699393,1
gene_3990517,1
gene_3619976,1
gene_2509144,1
gene_3926947,1
gene_3289311,1
gene_3550102,1
gene_2881886,1
gene_4166569,1
gene_4634512,1
gene_3589946,1
gene_3973213,1
gene_3114186,1
gene_3161224,1
gene_3536459,1
gene_4077315,1
gene_4143244,1
gene_3877211,1
gene_2208227,1
gene_4489257,1
gene_3744889,1
gene_4469059,1
gene_3709525,1
gene_4180223,1
gene_4166731,1
gene_3717400,1
gene_3781312,1
gene_1934769,1
gene_4163939,1
gene_2161513,1
gene_4078371,1
gene_3271681,1
gene_4350717,1
gene_3488992,1
gene_4007073,1
gene_3799805,1
gene_3132643,1
gene_3324184,1
gene_3068197,1
gene_3711004,1
gene_2938772,1
gene_3552609,1
gene_3299395,1
gene_3825189,1
gene_4451871,1
gene_2632271,1
gene_4397069,1
gene_4041566,1
gene_3525669,1
gene_4312090,1
gene_4109822,1
gene_4134656,1
gene_3739175,1
gene_4288595,1
gene_3427558,1
gene_3764275,1
gene_4294679,1
gene_4461664,1
gene_2963294,1
gene_3217301,1
gene_3658580,1
gene_4292887,1
gene_3336404,1
gene_3451623,1
gene_3831996,1
gene_4072759,1
gene_3740687,1
gene_3481670,1
gene_3538703,1
gene_3483233,1
gene_4417892,1
gene_2463486,1
gene_3839507,1
gene_2910998,1
gene_4017889,1
gene_3727593,1
gene_4056132,1
gene_3897737,1
gene_1915035,1
gene_4344883,1
gene_3278858,1
gene_2979234,1
gene_4407136,1
gene_2637975,1
gene_4542399,1
gene_2642658,1
gene_4055373,1
gene_2739825,1
gene_3772303,1
gene_2929313,1
gene_4120630,1
gene_4374682,1
gene_3344277,1
gene_2509749,1
gene_2597806,1
gene_3956892,1
gene_3597042,1
gene_3395649,1
gene_2895897,1
gene_3816131,1
gene_2711339,1
gene_3681972,1
gene_4147475,1
gene_4023289,1
gene_1469322,1
gene_4032188,1
gene_4365075,1
gene_4282331,1
gene_3299457,1
gene_4586981,1
gene_1904104,1
gene_3417941,1
gene_3389411,1
gene_2961076,1
gene_4503558,1
gene_3848636,1
gene_3745646,1
gene_3285735,1
gene_2751068,1
gene_3445906,1
gene_4428885,1
gene_4440720,1
gene_3069129,1
gene_2362962,1
gene_3631795,1
gene_3826633,1
gene_1833783,1
gene_4537024,1
gene_3666644,1
gene_3936101,1
gene_2085200,1
gene_3284188,1
gene_4175591,1
gene_2310023,1
gene_3216149,1
gene_4194058,1
gene_3612561,1
10_GL0080123,1
gene_3121663,1
gene_3340406,1
gene_4509964,1
gene_4290656,1
gene_3752592,1
gene_2850583,1
gene_4209406,1
gene_2651886,1
gene_3373225,1
gene_4607492,1
gene_4327266,1
gene_3115267,1
gene_2622328,1
gene_4149327,1
gene_3069133,1
gene_4460472,1
gene_3984796,1
gene_3839734,1
gene_4512072,1
gene_3662779,1
gene_2965904,1
gene_3764761,1
gene_2588406,1
gene_3283380,1
gene_2967448,1
gene_2828534,1
gene_3519203,1
gene_3961031,1
gene_4459802,1
gene_3700547,1
gene_3590811,1
gene_3454617,1
gene_4330551,1
gene_3431013,1
gene_3805002,1
gene_3494608,1
gene_3057833,1
gene_3611042,1
gene_3303089,1
gene_3212664,1
gene_2414063,1
gene_3264538,1
gene_3596424,1
gene_4230134,1
gene_3728314,1
gene_3938580,1
gene_3634087,1
gene_3401179,1
gene_3198144,1
gene_3340019,1
gene_2640244,1
gene_4322507,1
gene_3397238,1
gene_4621956,1
gene_4384986,1
gene_3596179,1
gene_4069160,1
gene_2860433,1
gene_3674963,1
gene_4197093,1
gene_4154569,1
gene_3947193,1
gene_4080544,1
gene_3266419,1
gene_3076265,1
gene_3328089,1
gene_4615198,1
gene_3426296,1
gene_2728686,1
gene_3887000,1
gene_3531584,1
gene_3685050,1
gene_4328931,1
gene_4466601,1
gene_3752983,1
gene_4635796,1
gene_2785285,1
gene_4303247,1
gene_3522466,1
gene_3513498,1
gene_2186522,1
gene_3116290,1
gene_4568734,1
gene_3717949,1
gene_2955243,1
gene_3401129,1
gene_2630078,1
gene_4229082,1
gene_3665853,1
gene_4080987,1
gene_2986223,1
gene_3951682,1
gene_4362694,1
gene_3927231,1
gene_4542839,1
gene_2592475,1
gene_4357926,1
gene_4559217,1
gene_2831424,1
gene_3901691,1
gene_3968468,1
gene_3714674,1
gene_4023476,1
gene_3057472,1
gene_3565308,1
gene_4436880,1
gene_4205809,1
gene_4157847,1
gene_3302232,1
gene_4377653,1
gene_1980477,1
gene_2620493,1
gene_4530790,1
gene_4013341,1
gene_3481146,1
gene_2239460,1
gene_3412847,1
gene_3588449,1
gene_4607106,1
gene_3474525,1
gene_2939204,1
gene_3560296,1
gene_3058488,1
gene_3923516,1
gene_2901942,1
gene_4281004,1
gene_3278898,1
gene_4479318,1
gene_2688008,1
gene_3491880,1
gene_2549701,1
gene_2758459,1
gene_3111608,1
gene_4531552,1
gene_3438293,1
gene_3146097,1
gene_4333756,1
gene_3827600,1
gene_4302854,1
gene_3248116,1
gene_3659566,1
gene_3808727,1
gene_3306504,1
gene_3136139,1
gene_2494387,1
gene_4281994,1
gene_2508300,1
gene_4257434,1
gene_2438013,1
gene_2977112,1
gene_4416791,1
gene_2465990,1
gene_2724401,1
gene_4331663,1
gene_3394180,1
gene_3575811,1
gene_3865962,1
gene_3694165,1
gene_2842185,1
gene_2344072,1
gene_2443263,1
gene_2910732,1
gene_3867190,1
gene_2797184,1
gene_2102644,1
gene_2686474,1
gene_3670493,1
gene_3258933,1
gene_2501780,1
gene_3639335,1
gene_3449581,1
gene_2511112,1
gene_3119596,1
gene_2288305,1
gene_3336522,1
gene_2954851,1
gene_4570409,1
gene_2973306,1
gene_4454650,1
gene_4298933,1
gene_2890740,1
gene_4305577,1
gene_3171482,1
gene_3709952,1
gene_3235845,1
gene_3855411,1
gene_2849302,1
gene_3707587,1
gene_4028770,1
gene_4353671,1
gene_2764884,1
gene_4462146,1
gene_3750713,1
gene_4183382,1
gene_2676655,1
gene_4193087,1
gene_2775341,1
gene_3939304,1
gene_3621638,1
gene_3817511,1
gene_3013045,1
gene_3959501,1
gene_4267317,1
gene_3957918,1
gene_3966359,1
gene_3746090,1
gene_2873858,1
gene_2960504,1
gene_4071110,1
gene_4582863,1
gene_2786406,1
gene_3968445,1
gene_3657362,1
gene_2973996,1
gene_2928129,1
gene_4105528,1
gene_2902896,1
gene_3079615,1
gene_2019277,1
gene_4109286,1
gene_3739802,1
gene_3270348,1
gene_3963627,1
gene_3946111,1
gene_4229138,1
gene_4300571,1
gene_3295235,1
gene_3868756,1
gene_3220467,1
gene_4289982,1
gene_3622620,1
gene_2881387,1
gene_4209502,1
gene_4093607,1
gene_2861092,1
gene_3387619,1
gene_3215679,1
gene_3018772,1
gene_3041486,1
gene_3161141,1
gene_4172341,1
gene_2638919,1
gene_4634578,1
gene_3249660,1
gene_4481140,1
gene_3332473,1
gene_2319227,1
gene_4172630,1
gene_4075203,1
gene_2902865,1
gene_3957108,1
gene_3683441,1
gene_2741470,1
gene_4169715,1
gene_3994022,1
gene_2753630,1
gene_4049984,1
gene_4487423,1
gene_2685720,1
gene_3199743,1
gene_2838359,1
gene_4129451,1
gene_2870001,1
gene_4501589,1
gene_4326507,1
gene_3536288,1
gene_3623629,1
gene_3509413,1
gene_2615751,1
gene_3358494,1
gene_4015838,1
gene_3952806,1
gene_3640083,1
gene_3527111,1
gene_4128996,1
gene_4343996,1
gene_2772342,1
gene_3974486,1
gene_3926118,1
gene_4223002,1
gene_4557302,1
gene_4097969,1
gene_4025968,1
gene_4632204,1
gene_3339301,1
gene_4504937,1
gene_2711125,1
gene_2718880,1
gene_3048039,1
gene_2348179,1
gene_2431277,1
gene_4178718,1
gene_4572645,1
gene_3398480,1
gene_3785756,1
gene_3335053,1
gene_4153078,1
gene_3724690,1
gene_3929751,1
gene_2044447,1
gene_4040546,1
gene_3394060,1
gene_3693042,1
gene_2886625,1
gene_4456916,1
gene_4609946,1
gene_3053764,1
gene_3304869,1
gene_2996129,1
gene_4102669,1
gene_4577518,1
gene_4548799,1
gene_3750698,1
gene_2857062,1
gene_3763704,1
gene_4335842,1
gene_3828868,1
gene_4603362,1
gene_3765935,1
gene_3876903,1
gene_3789759,1
gene_2986120,1
gene_4418161,1
gene_3789629,1
gene_4524806,1
gene_4569498,1
gene_3441469,1
gene_2511842,1
gene_4128301,1
gene_2575777,1
gene_3681404,1
gene_3443489,1
gene_3943245,1
gene_2112895,1
gene_3651203,1
gene_2342852,1
gene_3299738,1
gene_3096115,1
gene_2928295,1
gene_4608424,1
gene_4453116,1
gene_4308852,1
gene_2408214,1
gene_4039118,1
gene_3638397,1
gene_4098510,1
gene_3368078,1
gene_4556280,1
gene_4394805,1
S-Fe6_GL0230703,1
gene_4606649,1
gene_4588855,1
gene_3728018,1
gene_4317332,1
gene_3035978,1
gene_2757635,1
gene_2548028,1
gene_4442261,1
gene_4472412,1
gene_4363281,1
gene_1478793,1
gene_4473796,1
gene_3869615,1
gene_3925630,1
gene_3614463,1
gene_2851894,1
gene_1847091,1
gene_3929575,1
gene_4143054,1
gene_3654492,1
gene_4225940,1
gene_3102566,1
gene_3882137,1
gene_2748662,1
gene_3777103,1
gene_2398871,1
gene_3183856,1
gene_4403887,1
gene_2506110,1
gene_4102071,1
gene_3914602,1
gene_3446523,1
gene_4621888,1
gene_3294704,1
gene_4408822,1
gene_2838048,1
gene_4017418,1
gene_3792437,1
gene_4270048,1
gene_4430384,1
gene_4300832,1
gene_2549671,1
gene_3091778,1
gene_3638294,1
gene_2437898,1
gene_3703383,1
gene_4026645,1
gene_4634564,1
gene_3519886,1
gene_2983232,1
gene_3590809,1
gene_3725206,1
gene_3939557,1
gene_4519922,1
gene_4153589,1
gene_4179896,1
gene_4538289,1
gene_3814562,1
gene_3393851,1
gene_4481494,1
gene_3248462,1
gene_4603596,1
gene_3529870,1
gene_4300389,1
gene_2330802,1
