,A1-S13,A2-S14,A3-S15,A4-S16,A5-S17,B1-S18,B2-S19,B3-S20,B4-S21,B5-S22,C1-S23,C2-S24,C3-S25,C4-S26,C5-S27,D1-S28,D2-S29,D3-S30,D4-S31,D5-S32,E1-S33,E2-S34,E3-S35,E4-S36,E5-S37,F1-S38,F2-S39,F3-S40,F4-S41,F5-S42,G1-S43,G2-S44,G3-S45,G4-S46,G5-S47,H1-S48,H2-S49,H3-S50,H4-S51,H5-S52
K00161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,7.0,5.0,2.0,7.0,0.0,33.0,0.0,3.0,0.0
K00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00169,0.0,12.0,3.0,5.0,12.0,2.0,99.0,0.0,83.0,31.0,8.0,210.0,17.0,16.0,24.0,1.0,189.0,64.0,15.0,1.0,0.0,0.0,165.0,31.0,14.0,0.0,130.0,0.0,38.0,32.0,2.0,12.0,10.0,10.0,6.0,0.0,34.0,0.0,19.0,21.0
K00170,0.0,10.0,5.0,6.0,0.0,1.0,21.0,0.0,70.0,14.0,22.0,246.0,9.0,20.0,16.0,0.0,130.0,57.0,30.0,6.0,0.0,7.0,101.0,46.0,1.0,0.0,123.0,0.0,34.0,1.0,9.0,3.0,19.0,40.0,11.0,0.0,49.0,0.0,9.0,19.0
K00171,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,24.0,0.0,1.0,53.0,4.0,1.0,0.0,0.0,46.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,28.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,18.0
K00172,0.0,2.0,2.0,1.0,2.0,3.0,25.0,0.0,20.0,16.0,4.0,121.0,5.0,5.0,8.0,0.0,104.0,27.0,12.0,3.0,0.0,0.0,82.0,10.0,1.0,0.0,55.0,0.0,18.0,7.0,0.0,4.0,3.0,1.0,2.0,0.0,17.0,0.0,6.0,16.0
K00174,102.0,6.0,0.0,7.0,61.0,6.0,198.0,0.0,93.0,50.0,0.0,46.0,0.0,3.0,23.0,0.0,38.0,12.0,3.0,10.0,0.0,0.0,77.0,24.0,1.0,7.0,27.0,1.0,7.0,14.0,5.0,1.0,3.0,44.0,44.0,0.0,22.0,0.0,43.0,43.0
K00175,45.0,3.0,0.0,10.0,33.0,6.0,147.0,0.0,61.0,95.0,3.0,7.0,12.0,6.0,9.0,0.0,16.0,12.0,1.0,18.0,0.0,0.0,76.0,12.0,7.0,0.0,24.0,0.0,13.0,23.0,18.0,0.0,10.0,37.0,51.0,0.0,21.0,1.0,28.0,36.0
K00176,1.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
K00177,11.0,0.0,0.0,0.0,9.0,4.0,33.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,3.0,0.0,3.0,31.0,0.0,1.0,0.0,0.0,29.0,7.0,5.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,6.0,20.0,4.0,0.0,5.0,0.0,0.0,2.0
K00179,3.0,1.0,2.0,5.0,16.0,2.0,47.0,0.0,40.0,20.0,1.0,39.0,0.0,15.0,8.0,0.0,107.0,87.0,24.0,1.0,0.0,2.0,175.0,14.0,66.0,0.0,102.0,0.0,35.0,27.0,1.0,6.0,8.0,32.0,24.0,0.0,92.0,0.0,16.0,33.0
K00180,3.0,0.0,2.0,0.0,10.0,1.0,49.0,0.0,30.0,13.0,0.0,36.0,0.0,1.0,0.0,0.0,58.0,12.0,5.0,4.0,0.0,2.0,100.0,4.0,2.0,0.0,50.0,0.0,9.0,8.0,1.0,1.0,13.0,6.0,9.0,0.0,109.0,0.0,17.0,36.0
K00183,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
K00184,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,13.0,17.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
K00185,5.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,60.0,5.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,4.0,8.0,2.0,9.0,0.0,28.0,0.0,0.0,0.0
K00194,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0
K00196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
K00197,0.0,0.0,0.0,0.0,3.0,0.0,55.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,3.0,0.0,44.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0
K00198,0.0,0.0,0.0,0.0,4.0,4.0,116.0,0.0,3.0,0.0,0.0,63.0,2.0,1.0,0.0,0.0,9.0,46.0,2.0,0.0,0.0,0.0,193.0,16.0,4.0,0.0,58.0,0.0,65.0,0.0,0.0,0.0,0.0,24.0,49.0,0.0,11.0,0.0,1.0,11.0
K00208,19.0,0.0,0.0,0.0,6.0,0.0,48.0,0.0,7.0,20.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,9.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,10.0
K00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
K00210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00215,9.0,0.0,0.0,3.0,8.0,1.0,88.0,0.0,31.0,9.0,3.0,99.0,6.0,7.0,7.0,0.0,75.0,50.0,10.0,5.0,0.0,0.0,92.0,15.0,1.0,0.0,61.0,1.0,21.0,5.0,0.0,5.0,15.0,27.0,8.0,0.0,33.0,0.0,13.0,16.0
K00216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00219,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
K00226,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
K00228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00239,142.0,33.0,9.0,7.0,126.0,4.0,364.0,7.0,132.0,236.0,11.0,31.0,18.0,0.0,37.0,1.0,106.0,38.0,42.0,37.0,0.0,2.0,30.0,34.0,13.0,3.0,228.0,1.0,12.0,43.0,12.0,7.0,21.0,11.0,48.0,0.0,10.0,0.0,27.0,63.0
K00240,39.0,0.0,44.0,10.0,10.0,19.0,120.0,0.0,88.0,8.0,1.0,3.0,0.0,21.0,16.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,12.0,20.0,26.0,26.0,2.0,4.0,1.0,16.0,0.0,2.0,0.0,1.0,20.0
K00241,23.0,10.0,2.0,5.0,34.0,14.0,53.0,0.0,19.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0
K00243,15.0,2.0,0.0,2.0,18.0,7.0,75.0,0.0,22.0,19.0,2.0,21.0,5.0,4.0,0.0,0.0,10.0,21.0,6.0,3.0,0.0,0.0,42.0,7.0,2.0,1.0,42.0,1.0,7.0,3.0,6.0,0.0,12.0,3.0,9.0,0.0,11.0,0.0,5.0,16.0
K00244,2.0,4.0,0.0,1.0,1.0,6.0,76.0,2.0,9.0,5.0,1.0,14.0,2.0,10.0,2.0,0.0,35.0,18.0,8.0,11.0,0.0,0.0,164.0,10.0,1.0,0.0,54.0,0.0,61.0,8.0,1.0,6.0,10.0,10.0,8.0,0.0,37.0,0.0,14.0,9.0
K00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00248,0.0,2.0,3.0,1.0,0.0,1.0,83.0,0.0,138.0,2.0,5.0,47.0,0.0,10.0,0.0,0.0,18.0,140.0,41.0,0.0,0.0,2.0,197.0,55.0,6.0,0.0,28.0,18.0,165.0,13.0,0.0,0.0,43.0,76.0,1.0,0.0,1.0,0.0,53.0,80.0
K00252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00259,31.0,0.0,1.0,2.0,8.0,5.0,50.0,0.0,13.0,17.0,2.0,5.0,1.0,2.0,8.0,0.0,14.0,3.0,0.0,4.0,0.0,0.0,19.0,6.0,2.0,0.0,20.0,0.0,4.0,11.0,4.0,1.0,2.0,6.0,15.0,0.0,6.0,0.0,5.0,9.0
K00261,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
K00262,185.0,48.0,19.0,13.0,71.0,41.0,490.0,0.0,88.0,294.0,33.0,803.0,42.0,18.0,46.0,0.0,464.0,297.0,211.0,37.0,2.0,3.0,1226.0,219.0,28.0,5.0,367.0,2.0,320.0,55.0,22.0,12.0,40.0,341.0,106.0,0.0,180.0,0.0,188.0,157.0
K00263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00265,4.0,5.0,0.0,13.0,15.0,7.0,240.0,0.0,68.0,14.0,6.0,105.0,28.0,46.0,3.0,0.0,26.0,124.0,35.0,7.0,2.0,2.0,428.0,40.0,7.0,0.0,220.0,4.0,123.0,24.0,4.0,2.0,30.0,112.0,48.0,0.0,48.0,0.0,36.0,95.0
K00266,50.0,15.0,4.0,68.0,34.0,21.0,351.0,0.0,86.0,56.0,3.0,189.0,4.0,26.0,20.0,0.0,60.0,167.0,42.0,4.0,0.0,2.0,522.0,48.0,1.0,1.0,317.0,0.0,244.0,41.0,4.0,10.0,21.0,167.0,15.0,0.0,92.0,0.0,69.0,240.0
K00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K00276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00278,81.0,5.0,4.0,11.0,106.0,13.0,116.0,0.0,71.0,33.0,15.0,173.0,4.0,10.0,23.0,0.0,140.0,60.0,17.0,20.0,0.0,0.0,43.0,12.0,2.0,2.0,78.0,2.0,13.0,11.0,9.0,4.0,4.0,9.0,38.0,0.0,17.0,0.0,8.0,36.0
K00281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0
K00282,12.0,0.0,0.0,1.0,9.0,1.0,36.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,31.0,6.0,3.0,0.0,19.0,0.0,3.0,2.0,3.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,3.0,15.0
K00283,23.0,1.0,0.0,4.0,7.0,2.0,54.0,1.0,4.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,17.0,5.0,0.0,0.0,0.0,54.0,1.0,0.0,1.0,24.0,0.0,2.0,5.0,2.0,2.0,4.0,17.0,22.0,0.0,9.0,0.0,2.0,15.0
K00285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00286,7.0,0.0,2.0,2.0,14.0,5.0,72.0,0.0,18.0,19.0,4.0,129.0,12.0,9.0,3.0,0.0,109.0,52.0,16.0,1.0,0.0,0.0,109.0,31.0,0.0,0.0,85.0,1.0,13.0,8.0,1.0,13.0,8.0,10.0,3.0,0.0,30.0,0.0,4.0,27.0
K00287,5.0,1.0,2.0,1.0,7.0,3.0,33.0,1.0,13.0,26.0,1.0,16.0,0.0,4.0,7.0,0.0,14.0,14.0,13.0,1.0,0.0,1.0,39.0,8.0,0.0,0.0,24.0,0.0,13.0,3.0,2.0,3.0,2.0,6.0,3.0,0.0,6.0,0.0,6.0,16.0
K00290,48.0,1.0,2.0,1.0,39.0,0.0,158.0,0.0,41.0,47.0,1.0,5.0,13.0,1.0,20.0,5.0,26.0,13.0,6.0,55.0,0.0,0.0,15.0,7.0,6.0,0.0,58.0,0.0,1.0,3.0,10.0,0.0,4.0,2.0,14.0,0.0,3.0,0.0,0.0,10.0
K00294,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
K00297,14.0,1.0,0.0,8.0,11.0,4.0,50.0,0.0,8.0,5.0,8.0,133.0,0.0,11.0,6.0,0.0,72.0,54.0,5.0,8.0,0.0,0.0,115.0,30.0,1.0,0.0,82.0,0.0,49.0,11.0,3.0,0.0,3.0,7.0,6.0,0.0,60.0,0.0,12.0,51.0
K00298,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
K00299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00302,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
K00311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00313,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
K00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
K00325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
K00329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
K00330,3.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0
K00331,17.0,3.0,0.0,0.0,18.0,13.0,82.0,0.0,73.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,2.0,33.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,2.0,6.0
K00333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
K00334,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,4.0,0.0,0.0,67.0,0.0,1.0,4.0,0.0,54.0,14.0,2.0,0.0,0.0,0.0,31.0,20.0,0.0,0.0,16.0,0.0,4.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,13.0
K00335,0.0,2.0,0.0,0.0,0.0,9.0,56.0,0.0,12.0,0.0,10.0,202.0,7.0,8.0,17.0,1.0,123.0,107.0,5.0,3.0,0.0,1.0,48.0,2.0,0.0,0.0,43.0,0.0,19.0,7.0,0.0,7.0,7.0,1.0,0.0,0.0,9.0,0.0,4.0,3.0
K00336,1.0,0.0,0.0,1.0,5.0,15.0,54.0,0.0,17.0,2.0,1.0,72.0,5.0,0.0,1.0,1.0,71.0,51.0,21.0,1.0,0.0,0.0,118.0,19.0,15.0,0.0,75.0,0.0,49.0,6.0,15.0,6.0,1.0,42.0,4.0,0.0,26.0,0.0,10.0,14.0
K00337,47.0,0.0,0.0,1.0,77.0,6.0,45.0,0.0,66.0,58.0,4.0,3.0,0.0,1.0,5.0,0.0,7.0,9.0,0.0,2.0,0.0,0.0,5.0,11.0,2.0,5.0,43.0,1.0,1.0,14.0,3.0,8.0,0.0,0.0,8.0,1.0,1.0,0.0,13.0,23.0
K00338,1.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
K00339,14.0,2.0,0.0,0.0,5.0,0.0,22.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0
K00340,13.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
K00341,102.0,0.0,5.0,22.0,46.0,21.0,188.0,0.0,90.0,29.0,8.0,10.0,0.0,0.0,9.0,0.0,19.0,4.0,2.0,12.0,0.0,0.0,0.0,29.0,1.0,0.0,53.0,1.0,2.0,16.0,7.0,0.0,1.0,7.0,42.0,0.0,2.0,0.0,4.0,34.0
K00342,121.0,1.0,2.0,7.0,66.0,21.0,129.0,0.0,61.0,68.0,2.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,5.0,2.0,11.0,0.0,3.0,7.0,1.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,1.0,14.0
K00343,46.0,0.0,0.0,3.0,17.0,2.0,57.0,0.0,28.0,13.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,10.0,0.0,4.0,6.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0
K00344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00346,23.0,0.0,0.0,2.0,12.0,2.0,46.0,0.0,12.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,11.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
K00347,21.0,0.0,1.0,0.0,21.0,4.0,27.0,0.0,10.0,15.0,6.0,6.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,3.0,5.0
