,A1-S13,A2-S14,A3-S15,A4-S16,A5-S17,B1-S18,B2-S19,B3-S20,B4-S21,B5-S22,C1-S23,C2-S24,C3-S25,C4-S26,C5-S27,D1-S28,D2-S29,D3-S30,D4-S31,D5-S32,E1-S33,E2-S34,E3-S35,E4-S36,E5-S37,F1-S38,F2-S39,F3-S40,F4-S41,F5-S42,G1-S43,G2-S44,G3-S45,G4-S46,G5-S47,H1-S48,H2-S49,H3-S50,H4-S51,H5-S52
K18237,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K18302,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
K18303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18330,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,45.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,5.0
K18331,2.0,0.0,1.0,0.0,4.0,3.0,77.0,0.0,10.0,0.0,1.0,37.0,2.0,21.0,7.0,0.0,74.0,28.0,40.0,0.0,0.0,0.0,236.0,21.0,8.0,0.0,126.0,0.0,46.0,8.0,1.0,1.0,2.0,33.0,3.0,0.0,25.0,0.0,1.0,18.0
K18332,0.0,0.0,0.0,1.0,4.0,7.0,38.0,0.0,9.0,2.0,0.0,36.0,0.0,1.0,7.0,0.0,8.0,25.0,19.0,0.0,0.0,0.0,116.0,6.0,6.0,0.0,75.0,0.0,19.0,4.0,0.0,7.0,1.0,5.0,4.0,0.0,11.0,0.0,13.0,7.0
K18334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18344,0.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,23.0,50.0,0.0,59.0,1.0,0.0,0.0,0.0,45.0,61.0,20.0,0.0,0.0,0.0,160.0,68.0,10.0,0.0,72.0,0.0,41.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,25.0,0.0,15.0,58.0
K18345,0.0,3.0,1.0,12.0,5.0,1.0,71.0,0.0,62.0,35.0,0.0,89.0,7.0,23.0,5.0,0.0,87.0,86.0,65.0,10.0,0.0,0.0,217.0,268.0,0.0,0.0,163.0,2.0,145.0,46.0,6.0,1.0,1.0,94.0,2.0,0.0,40.0,0.0,66.0,115.0
K18346,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
K18347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18348,2.0,0.0,1.0,0.0,2.0,6.0,50.0,0.0,32.0,1.0,0.0,41.0,2.0,6.0,0.0,0.0,2.0,32.0,4.0,0.0,0.0,0.0,88.0,13.0,2.0,0.0,78.0,0.0,41.0,11.0,0.0,4.0,0.0,7.0,7.0,0.0,5.0,0.0,19.0,29.0
K18349,0.0,2.0,6.0,0.0,5.0,4.0,60.0,0.0,53.0,8.0,7.0,142.0,1.0,1.0,5.0,0.0,57.0,42.0,26.0,8.0,0.0,0.0,205.0,52.0,0.0,0.0,78.0,0.0,25.0,5.0,2.0,1.0,3.0,15.0,1.0,0.0,97.0,0.0,22.0,65.0
K18350,1.0,5.0,3.0,4.0,4.0,14.0,107.0,2.0,12.0,13.0,4.0,146.0,10.0,19.0,7.0,0.0,104.0,94.0,16.0,2.0,0.0,0.0,420.0,102.0,9.0,0.0,155.0,0.0,118.0,13.0,2.0,11.0,30.0,20.0,5.0,0.0,76.0,0.0,55.0,73.0
K18369,121.0,28.0,2.0,13.0,62.0,9.0,149.0,0.0,35.0,57.0,55.0,11.0,0.0,1.0,12.0,0.0,15.0,2.0,0.0,16.0,0.0,0.0,32.0,28.0,2.0,2.0,79.0,0.0,0.0,8.0,14.0,0.0,2.0,2.0,23.0,0.0,1.0,0.0,0.0,44.0
K18427,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18429,2.0,0.0,0.0,0.0,9.0,0.0,14.0,1.0,12.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,26.0,19.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,18.0,19.0
K18430,16.0,0.0,0.0,0.0,15.0,5.0,47.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,2.0,1.0,6.0,5.0,1.0,2.0,0.0,0.0,24.0,12.0,0.0,1.0,10.0,0.0,7.0,3.0,2.0,1.0,0.0,7.0,3.0,0.0,2.0,0.0,8.0,30.0
K18431,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,7.0
K18446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18457,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18471,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18475,0.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,10.0,1.0,8.0,99.0,1.0,8.0,13.0,0.0,56.0,41.0,4.0,2.0,0.0,1.0,56.0,9.0,3.0,0.0,16.0,0.0,9.0,5.0,0.0,3.0,0.0,6.0,1.0,0.0,5.0,0.0,7.0,14.0
K18478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18530,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
K18531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18545,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0
K18560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18581,8.0,3.0,0.0,0.0,3.0,5.0,18.0,0.0,9.0,11.0,1.0,9.0,1.0,5.0,0.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,67.0,13.0,0.0,0.0,18.0,0.0,16.0,3.0,0.0,1.0,10.0,19.0,3.0,0.0,2.0,0.0,8.0,23.0
K18626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18640,1.0,42.0,92.0,6.0,3.0,18.0,384.0,0.0,419.0,11.0,1.0,241.0,17.0,54.0,21.0,0.0,45.0,265.0,140.0,5.0,0.0,9.0,827.0,244.0,44.0,4.0,336.0,0.0,357.0,36.0,9.0,5.0,34.0,140.0,21.0,0.0,285.0,0.0,171.0,436.0
K18650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
K18657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18672,0.0,2.0,2.0,1.0,4.0,4.0,54.0,0.0,28.0,6.0,5.0,108.0,2.0,14.0,19.0,0.0,64.0,31.0,17.0,7.0,0.0,2.0,117.0,16.0,0.0,0.0,66.0,1.0,41.0,5.0,0.0,11.0,19.0,6.0,3.0,0.0,20.0,0.0,34.0,32.0
K18675,0.0,0.0,0.0,1.0,0.0,2.0,12.0,0.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,52.0,8.0,0.0,0.0,2.0,0.0,30.0,24.0,0.0,0.0,0.0,13.0,4.0,0.0,6.0,0.0,19.0,12.0
K18678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
K18682,84.0,50.0,3.0,12.0,106.0,15.0,376.0,1.0,201.0,111.0,19.0,297.0,14.0,55.0,29.0,23.0,267.0,240.0,102.0,10.0,0.0,25.0,505.0,132.0,54.0,0.0,328.0,1.0,445.0,107.0,6.0,21.0,68.0,198.0,24.0,0.0,48.0,0.0,221.0,274.0
K18691,22.0,0.0,0.0,1.0,16.0,0.0,31.0,0.0,8.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.0
K18692,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
K18698,7.0,1.0,2.0,0.0,10.0,11.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,0.0,0.0,0.0
K18702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
K18704,0.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,9.0,27.0,1.0,19.0,1.0,5.0,5.0,0.0,24.0,13.0,16.0,1.0,0.0,0.0,22.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0
K18707,28.0,4.0,1.0,3.0,25.0,14.0,149.0,0.0,68.0,27.0,13.0,197.0,7.0,12.0,49.0,0.0,235.0,99.0,35.0,4.0,0.0,7.0,396.0,42.0,8.0,1.0,189.0,0.0,112.0,64.0,13.0,13.0,19.0,31.0,36.0,0.0,189.0,0.0,14.0,49.0
K18765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K18783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18785,10.0,11.0,0.0,0.0,2.0,1.0,38.0,0.0,29.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,89.0,25.0,0.0,0.0,63.0,0.0,16.0,14.0,2.0,0.0,3.0,12.0,0.0,0.0,10.0,0.0,37.0,53.0
K18814,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
K18815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18816,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
K18820,23.0,0.0,0.0,1.0,24.0,5.0,55.0,0.0,21.0,23.0,2.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,12.0,0.0,0.0,2.0,5.0,0.0,1.0,7.0,0.0,5.0,4.0,1.0,0.0,2.0,1.0,10.0,0.0,1.0,0.0,2.0,6.0
K18827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
K18830,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18831,37.0,2.0,0.0,0.0,2.0,1.0,34.0,0.0,4.0,11.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
K18837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
K18841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18856,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,28.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,9.0,21.0,6.0,0.0,0.0,0.0,70.0,7.0,1.0,0.0,32.0,0.0,66.0,4.0,0.0,0.0,2.0,4.0,3.0,0.0,27.0,0.0,17.0,25.0
K18862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18866,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,5.0,0.0,0.0,22.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,2.0
K18887,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
K18888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
K18889,1.0,20.0,1.0,1.0,2.0,13.0,19.0,2.0,10.0,0.0,1.0,16.0,2.0,3.0,2.0,0.0,6.0,10.0,3.0,3.0,0.0,0.0,62.0,8.0,0.0,0.0,17.0,0.0,25.0,10.0,0.0,0.0,6.0,5.0,0.0,0.0,8.0,0.0,0.0,17.0
K18890,3.0,4.0,3.0,0.0,4.0,0.0,16.0,0.0,10.0,0.0,0.0,14.0,0.0,1.0,2.0,0.0,12.0,21.0,13.0,0.0,0.0,1.0,118.0,38.0,2.0,0.0,20.0,0.0,39.0,28.0,1.0,3.0,9.0,3.0,1.0,0.0,45.0,0.0,13.0,28.0
K18891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,26.0,0.0,101.0,0.0,1.0,5.0
K18892,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K18898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18910,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
K18918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
